sample_id,0
PAS4_190415_452_A01,patch-seq-L6 CT
P9S4_180514_403_A01,patch-seq-L6 IT
PAS4_191204_451_A01,patch-seq-L5 ET
PFS4_190813_702_A01,patch-seq-L2/3 IT
PAS4_190805_452_A01,patch-seq-L6 IT
PAS4_171101_452_A01,patch-seq-L4 & L5 IT
PAS4_190712_459_A01,patch-seq-L6 CT
PES4_191029_654_A01,patch-seq-L5 ET
PFS4_190912_702_A01,patch-seq-L5 ET
PAS4_190924_454_A01,patch-seq-L4 & L5 IT
P1S4_191115_001_A01,patch-seq-L6b
PFS4_200803_703_A01,patch-seq-L5 ET
PFS4_200817_707_A01,patch-seq-L6b
P1S4_190701_007_A01,patch-seq-L5 ET
P1S4_190905_002_A01,patch-seq-L4 & L5 IT
PAS4_190919_453_A01,patch-seq-L6 IT
PBS4_180524_506_A01,patch-seq-L5 ET
P8S4_191114_352_A01,patch-seq-L6b
PAS4_191018_452_A01,patch-seq-L5 ET
P8S4_190506_352_A01,patch-seq-L6 CT
P9S4_171031_407_A01,patch-seq-L4 & L5 IT
P8S4_190712_353_A01,patch-seq-L6 CT
P1S4_190722_001_A01,patch-seq-L2/3 IT
PFS4_190924_703_A01,patch-seq-L2/3 IT
P9S4_171030_406_A01,patch-seq-L5 NP
P8S4_200227_352_A01,patch-seq-L6b
PES4_190604_651_A01,patch-seq-L5 ET
P9S4_171004_406_A01,patch-seq-L6 IT
PFS4_190411_704_A01,patch-seq-L6 CT
PES4_190712_655_A01,patch-seq-L6 CT
P8S4_190920_353_A01,patch-seq-L2/3 IT
P8S4_190820_352_A01,patch-seq-L6 CT
P8S4_190718_354_A01,patch-seq-L6 CT
PES4_190506_651_A01,patch-seq-L6 CT
P1S4_190718_001_A01,patch-seq-L5 ET
PAS4_191119_453_A01,patch-seq-L5 ET
P8S4_190827_352_A01,patch-seq-L6 CT
PFS4_190903_703_A01,patch-seq-L5 ET
P8S4_191004_356_A01,patch-seq-L5 NP
P1S4_190830_002_A01,patch-seq-L2/3 IT
PAS4_180502_454_A01,patch-seq-L6 CT
PES4_190917_652_A01,patch-seq-L5 ET
PES4_191206_654_A01,patch-seq-L5 ET
PFS4_191217_702_A01,patch-seq-L5 ET
P9S4_180410_406_A01,patch-seq-L4 & L5 IT
P1S4_190913_003_A01,patch-seq-L4 & L5 IT
PFS4_190604_702_A01,patch-seq-L5 ET
PFS4_191001_703_A01,patch-seq-L5 NP
PFS4_190722_706_A01,patch-seq-L6 CT
PFS4_190726_703_A01,patch-seq-L2/3 IT
P8S4_190819_353_A01,patch-seq-L5 ET
PFS4_190906_701_A01,patch-seq-L5 ET
PAS4_190924_453_A01,patch-seq-L4 & L5 IT
PAS4_200818_451_A01,patch-seq-L4 & L5 IT
PAS4_190708_452_A01,patch-seq-L6 IT
PAS4_190620_454_A01,patch-seq-L2/3 IT
PAS4_190725_456_A01,patch-seq-L2/3 IT
P8S4_190718_353_A01,patch-seq-L5 ET
PFS4_180813_701_A01,patch-seq-L6 CT
P8S4_180823_357_A01,patch-seq-L6 IT
P8S4_201008_352_A01,patch-seq-L5 NP
P8S4_171025_352_A01,patch-seq-L6 CT
PFS4_190702_701_A01,patch-seq-L2/3 IT
PAS4_191028_451_A01,patch-seq-L2/3 IT
PAS4_190709_456_A01,patch-seq-L6 CT
PFS4_190221_704_A01,patch-seq-L5 ET
PAS4_191122_451_A01,patch-seq-L6b
P8S4_191018_357_A01,patch-seq-L6b
PFS4_190726_704_A01,patch-seq-L2/3 IT
PFS4_190725_703_A01,patch-seq-L2/3 IT
PAS4_190627_457_A01,patch-seq-L5 ET
P8S4_171030_356_A01,patch-seq-L4 & L5 IT
P8S4_190218_355_A01,patch-seq-L2/3 IT
PFS4_190709_703_A01,patch-seq-L6 CT
PFS4_190906_703_A01,patch-seq-L5 ET
PAS4_190628_457_A01,patch-seq-L5 ET
P8S4_190627_351_A01,patch-seq-L4 & L5 IT
PES4_191114_653_A01,patch-seq-L5 ET
P8S4_171031_355_A01,patch-seq-L4 & L5 IT
PFS4_190827_702_A01,patch-seq-L6 CT
P8S4_191203_351_A01,patch-seq-L5 ET
PFS4_190709_705_A01,patch-seq-L6 CT
PAS4_191107_451_A01,patch-seq-L5 ET
PAS4_190221_457_A01,patch-seq-L5 ET
PAS4_191018_451_A01,patch-seq-L4 & L5 IT
PBS4_171101_502_A01,patch-seq-L4 & L5 IT
PAS4_190711_455_A01,patch-seq-L6 CT
PFS4_191206_701_A01,patch-seq-L5 ET
P8S4_180207_354_A01,patch-seq-L6 IT
PES4_190222_652_A01,patch-seq-L5 ET
P8S4_190226_356_A01,patch-seq-L5 ET
PES4_190711_653_A01,patch-seq-L6 CT
PAS4_200729_452_A01,patch-seq-L6 CT
P8S4_200227_351_A01,patch-seq-L6b
PFS4_190909_701_A01,patch-seq-L6 CT
PFS4_190226_702_A01,patch-seq-L5 ET
PFS4_190701_705_A01,patch-seq-L4 & L5 IT
PAS4_180112_454_A01,patch-seq-L4 & L5 IT
P1S4_190709_003_A01,patch-seq-L6 CT
PAS4_190627_462_A01,patch-seq-L5 ET
PAS4_190418_456_A01,patch-seq-L6 CT
PAS4_190121_453_A01,patch-seq-L6 CT
PAS4_190712_453_A01,patch-seq-L6 CT
P8S4_191119_351_A01,patch-seq-L6 CT
PES4_191126_655_A01,patch-seq-L6 IT
P8S4_170817_354_A01,patch-seq-L6b
P8S4_191125_356_A01,patch-seq-L6 IT
PFS4_190712_702_A01,patch-seq-L6 CT
PAS4_191014_451_A01,patch-seq-L6 CT
PAS4_191014_454_A01,patch-seq-L6 CT
P8S4_190702_353_A01,patch-seq-L4 & L5 IT
P8S4_191029_351_A01,patch-seq-L5 ET
PFS4_190121_701_A01,patch-seq-L6 CT
PAS4_190712_458_A01,patch-seq-L6 CT
PFS4_191024_707_A01,patch-seq-L5 ET
PAS4_190716_457_A01,patch-seq-L5 ET
P9S4_180809_405_A01,patch-seq-L6b
P8S4_190916_352_A01,patch-seq-L4 & L5 IT
PAS4_190319_456_A01,patch-seq-L5 ET
PES4_190819_655_A01,patch-seq-L5 ET
PFS4_191126_705_A01,patch-seq-L5 ET
P1S4_200211_001_A01,patch-seq-L6b
PFS4_190725_706_A01,patch-seq-L6b
P8S4_180810_359_A01,patch-seq-L4 & L5 IT
PFS4_190722_704_A01,patch-seq-L6 CT
P8S4_190712_359_A01,patch-seq-L6 CT
PES4_190708_655_A01,patch-seq-L5 ET
PAS4_190712_456_A01,patch-seq-L6 CT
PAS4_170925_451_A01,patch-seq-L4 & L5 IT
P8S4_170920_354_A01,patch-seq-L5 ET
PAS4_191028_453_A01,patch-seq-L5 ET
PAS4_190607_453_A01,patch-seq-L5 ET
PBS4_180502_510_A01,patch-seq-L4 & L5 IT
P1S4_190813_001_A01,patch-seq-L2/3 IT
P1S4_190715_004_A01,patch-seq-L4 & L5 IT
PES4_190709_652_A01,patch-seq-L6 CT
P8S4_171102_351_A01,patch-seq-L5 ET
P1S4_190716_006_A01,patch-seq-L6 CT
PAS4_190805_451_A01,patch-seq-L6 CT
PFS4_190808_701_A01,patch-seq-L6 CT
PES4_190307_651_A01,patch-seq-L6 CT
PES4_190604_653_A01,patch-seq-L5 ET
PFS4_190604_704_A01,patch-seq-L4 & L5 IT
PBS4_180725_501_A01,patch-seq-L6 CT
PFS4_190910_701_A01,patch-seq-L6 CT
P2S4_180108_054_A01,patch-seq-L4 & L5 IT
PAS4_180828_458_A01,patch-seq-L4 & L5 IT
PAS4_191206_452_A01,patch-seq-L5 ET
PFS4_190715_702_A01,patch-seq-L5 ET
P8S4_191122_354_A01,patch-seq-L5 ET
P8S4_200228_352_A01,patch-seq-L6b
PFS4_190910_702_A01,patch-seq-L6 CT
PFS4_190917_702_A01,patch-seq-L4 & L5 IT
PFS4_190919_701_A01,patch-seq-L4 & L5 IT
PFS4_191114_701_A01,patch-seq-L6b
PAS4_190716_452_A01,patch-seq-L4 & L5 IT
PAS4_180703_453_A01,patch-seq-L6 IT
P1S4_190415_002_A01,patch-seq-L6 CT
PAS4_190805_453_A01,patch-seq-L6 IT
P2S4_170728_052_A01,patch-seq-L5 ET
P1S4_190913_001_A01,patch-seq-L5 ET
PAS4_171107_453_A01,patch-seq-L6 CT
PFS4_190813_703_A01,patch-seq-L6 IT
PAS4_190624_454_A01,patch-seq-L4 & L5 IT
P9S4_171031_408_A01,patch-seq-L4 & L5 IT
PFS4_200710_703_A01,patch-seq-L6b
PAS4_191220_452_A01,patch-seq-L5 ET
PES4_190711_656_A01,patch-seq-L5 ET
P2S4_180516_055_A01,patch-seq-L4 & L5 IT
PES4_190301_653_A01,patch-seq-L6 CT
PES4_190702_653_A01,patch-seq-L5 ET
PFS4_190225_705_A01,patch-seq-L5 ET
PFS4_191010_703_A01,patch-seq-L5 ET
PES4_200714_651_A01,patch-seq-L6b
P9S4_171208_404_A01,patch-seq-L4 & L5 IT
PES4_190716_651_A01,patch-seq-L6 CT
PAS4_200819_451_A01,patch-seq-L4 & L5 IT
PES4_191122_652_A01,patch-seq-L4 & L5 IT
PAS4_190917_452_A01,patch-seq-L5 ET
P1S4_190506_002_A01,patch-seq-L6 CT
PFS4_190507_702_A01,patch-seq-L6 CT
P2S4_171031_055_A01,patch-seq-L4 & L5 IT
PES4_191205_651_A01,patch-seq-L5 ET
PFS4_190819_706_A01,patch-seq-L6 CT
PFS4_181016_701_A01,patch-seq-L4 & L5 IT
P6S4_171030_251_A01,patch-seq-L5 ET
PAS4_191125_455_A01,patch-seq-L5 ET
PFS4_190702_705_A01,patch-seq-L5 ET
PAS4_190219_454_A01,patch-seq-L4 & L5 IT
PFS4_191125_703_A01,patch-seq-L5 ET
P1S4_190606_001_A01,patch-seq-L4 & L5 IT
PAS4_190712_455_A01,patch-seq-L6 CT
P8S4_190917_352_A01,patch-seq-L4 & L5 IT
P8S4_191007_351_A01,patch-seq-L5 ET
PES4_200210_652_A01,patch-seq-L6b
PAS4_190628_456_A01,patch-seq-L6 IT
P8S4_170927_352_A01,patch-seq-L4 & L5 IT
PAS4_171030_453_A01,patch-seq-L4 & L5 IT
PFS4_190702_702_A01,patch-seq-L4 & L5 IT
P1S4_190214_002_A01,patch-seq-L5 ET
PFS4_190613_707_A01,patch-seq-L6 CT
P8S4_190906_351_A01,patch-seq-L4 & L5 IT
P9S4_171102_404_A01,patch-seq-L5 ET
PBS4_171024_503_A01,patch-seq-L2/3 IT
PBS4_180402_505_A01,patch-seq-L4 & L5 IT
PAS4_200730_452_A01,patch-seq-L6b
P9S4_180403_407_A01,patch-seq-L4 & L5 IT
P1S4_190617_007_A01,patch-seq-L6 CT
PAS4_191205_451_A01,patch-seq-L5 ET
P1S4_190906_002_A01,patch-seq-L5 ET
P8S4_171020_356_A01,patch-seq-L5 ET
P1S4_190916_006_A01,patch-seq-L5 ET
P8S4_180207_352_A01,patch-seq-L2/3 IT
PFS4_200817_705_A01,patch-seq-L5 NP
PES4_190716_656_A01,patch-seq-L6 CT
PAS4_191011_451_A01,patch-seq-L6 CT
P1S4_180403_003_A01,patch-seq-L4 & L5 IT
P1S4_191011_004_A01,patch-seq-L5 ET
PAS4_190716_456_A01,patch-seq-L6 CT
PAS4_171206_451_A01,patch-seq-L4 & L5 IT
PFS4_191121_701_A01,patch-seq-L6 CT
PFS4_190607_702_A01,patch-seq-L4 & L5 IT
PFS4_190606_701_A01,patch-seq-L6 IT
PES4_191018_651_A01,patch-seq-L6b
PES4_190326_655_A01,patch-seq-L5 ET
PFS4_190219_703_A01,patch-seq-L4 & L5 IT
P8S4_171020_354_A01,patch-seq-L5 ET
P2S4_171031_054_A01,patch-seq-L5 ET
PFS4_190408_705_A01,patch-seq-L6 CT
PFS4_190513_705_A01,patch-seq-L5 ET
PAS4_190507_452_A01,patch-seq-L6 CT
PFS4_191022_701_A01,patch-seq-L4 & L5 IT
PAS4_191115_451_A01,patch-seq-L5 ET
PAS4_190809_451_A01,patch-seq-L6 CT
P8S4_171004_353_A01,patch-seq-L2/3 IT
PES4_190207_654_A01,patch-seq-L4 & L5 IT
PAS4_190408_455_A01,patch-seq-L4 & L5 IT
P1S4_191014_001_A01,patch-seq-L6 CT
PFS4_190221_703_A01,patch-seq-L5 ET
P8S4_180827_354_A01,patch-seq-L6 CT
PAS4_190702_455_A01,patch-seq-L5 ET
PFS4_190920_705_A01,patch-seq-L5 ET
PFS4_191024_701_A01,patch-seq-L6 CT
P8S4_170920_355_A01,patch-seq-L4 & L5 IT
P8S4_191119_355_A01,patch-seq-L6 CT
PAS4_191014_455_A01,patch-seq-L6 IT
PAS4_191121_453_A01,patch-seq-L5 ET
P2S4_170915_054_A01,patch-seq-L4 & L5 IT
P8S4_181015_354_A01,patch-seq-L4 & L5 IT
P1S4_191010_001_A01,patch-seq-L6 CT
PES4_190403_653_A01,patch-seq-L5 ET
PFS4_190712_705_A01,patch-seq-L6 CT
P1S4_191011_002_A01,patch-seq-L6 IT
P1S4_190829_002_A01,patch-seq-L6 IT
PBS4_180620_502_A01,patch-seq-L5 NP
P1S4_190415_003_A01,patch-seq-L6 CT
P8S4_190906_353_A01,patch-seq-L4 & L5 IT
P8S4_171023_351_A01,patch-seq-L5 ET
PAS4_190807_453_A01,patch-seq-L6 IT
P2S4_171031_056_A01,patch-seq-L5 ET
PAS4_191011_452_A01,patch-seq-L4 & L5 IT
PAS4_191122_452_A01,patch-seq-L5 ET
PFS4_190711_707_A01,patch-seq-L6 IT
P1S4_190711_006_A01,patch-seq-L6 CT
PFS4_191024_703_A01,patch-seq-L6 CT
P1S4_180810_005_A01,patch-seq-L4 & L5 IT
P8S4_171215_353_A01,patch-seq-L6 CT
P1S4_190509_001_A01,patch-seq-L5 ET
P9S4_171030_403_A01,patch-seq-L4 & L5 IT
PES4_190726_653_A01,patch-seq-L5 ET
PAS4_191008_455_A01,patch-seq-L4 & L5 IT
PFS4_190801_701_A01,patch-seq-L6 IT
PAS4_190719_451_A01,patch-seq-L5 ET
PFS4_190729_701_A01,patch-seq-L6 CT
PFS4_191126_704_A01,patch-seq-L4 & L5 IT
PAS4_190729_453_A01,patch-seq-L6 CT
P9S4_180409_403_A01,patch-seq-L5 ET
PES4_191024_651_A01,patch-seq-L5 ET
PES4_190711_658_A01,patch-seq-L6 CT
PAS4_190712_460_A01,patch-seq-L6 CT
PAS4_190624_452_A01,patch-seq-L4 & L5 IT
PAS4_191008_452_A01,patch-seq-L6 CT
P8S4_171103_352_A01,patch-seq-L4 & L5 IT
PAS4_190709_454_A01,patch-seq-L6 CT
PFS4_191004_704_A01,patch-seq-L5 ET
PAS4_200713_452_A01,patch-seq-L6b
PAS4_190711_457_A01,patch-seq-L6 CT
P1S4_190408_004_A01,patch-seq-L5 ET
P1S4_190919_001_A01,patch-seq-L4 & L5 IT
PBS4_171016_502_A01,patch-seq-L4 & L5 IT
PFS4_190920_703_A01,patch-seq-L5 ET
PFS4_190708_707_A01,patch-seq-L5 ET
P8S4_191210_352_A01,patch-seq-L2/3 IT
P2S4_171005_051_A01,patch-seq-L4 & L5 IT
P8S4_190212_352_A01,patch-seq-L6 CT
P9S4_180514_404_A01,patch-seq-L6 IT
P2S4_180705_053_A01,patch-seq-L2/3 IT
PAS4_190513_456_A01,patch-seq-L6 CT
P8S4_190701_352_A01,patch-seq-L5 ET
P1S4_190716_007_A01,patch-seq-L6 CT
P9S4_180410_407_A01,patch-seq-L5 ET
P1S4_190906_001_A01,patch-seq-L5 ET
P8S4_190708_355_A01,patch-seq-L5 ET
P8S4_190819_355_A01,patch-seq-L5 ET
P8S4_191004_351_A01,patch-seq-L5 NP
PJS4_201005_801_A01,patch-seq-L6 IT Car3
P2S4_180705_051_A01,patch-seq-L4 & L5 IT
P9S4_170922_407_A01,patch-seq-L4 & L5 IT
P8S4_190124_352_A01,patch-seq-L4 & L5 IT
PAS4_190620_453_A01,patch-seq-L6 IT
PAS4_190607_454_A01,patch-seq-L5 ET
PES4_191122_653_A01,patch-seq-L5 ET
PES4_191029_652_A01,patch-seq-L4 & L5 IT
P8S4_180403_353_A01,patch-seq-L4 & L5 IT
PXS4_171110_251_A01,patch-seq-L5 ET
PAS4_171207_454_A01,patch-seq-L5 ET
PES4_190718_651_A01,patch-seq-L6 IT
PFS4_191101_702_A01,patch-seq-L6 IT Car3
P8S4_170920_357_A01,patch-seq-L4 & L5 IT
PFS4_181015_704_A01,patch-seq-L6 CT
PFS4_190801_703_A01,patch-seq-L5 ET
P8S4_170926_358_A01,patch-seq-L4 & L5 IT
P1S4_170719_009_A01,patch-seq-L5 ET
P1S4_190722_004_A01,patch-seq-L2/3 IT
P8S4_191004_352_A01,patch-seq-L5 NP
PAS4_191022_457_A01,patch-seq-L6 IT
PFS4_190722_703_A01,patch-seq-L6 CT
PAS4_190802_451_A01,patch-seq-L6 IT
PAS4_190718_455_A01,patch-seq-L6 CT
PAS4_190218_452_A01,patch-seq-L4 & L5 IT
PAS4_190627_455_A01,patch-seq-L5 ET
PES4_190716_654_A01,patch-seq-L6 CT
P1S4_190924_007_A01,patch-seq-L4 & L5 IT
PAS4_200819_452_A01,patch-seq-L6 IT Car3
PFS4_191118_702_A01,patch-seq-L6 CT
PFS4_190708_705_A01,patch-seq-L5 ET
P2S4_170911_054_A01,patch-seq-L4 & L5 IT
PAS4_190222_456_A01,patch-seq-L5 ET
PFS4_190801_702_A01,patch-seq-L5 ET
PFS4_190221_702_A01,patch-seq-L5 ET
PFS4_200727_704_A01,patch-seq-L6b
PES4_190604_652_A01,patch-seq-L5 ET
PES4_190703_652_A01,patch-seq-L5 NP
P1S4_190408_005_A01,patch-seq-L4 & L5 IT
P8S4_191028_356_A01,patch-seq-L6 CT
P8S4_170921_353_A01,patch-seq-L6b
P8S4_191024_352_A01,patch-seq-L6 CT
PAS4_191010_453_A01,patch-seq-L6 CT
P8S4_180823_356_A01,patch-seq-L6 IT
PFS4_190815_701_A01,patch-seq-L2/3 IT
PXS4_181220_053_A01,patch-seq-L4 & L5 IT
PFS4_190809_702_A01,patch-seq-L6 CT
P1S4_190712_002_A01,patch-seq-L6 CT
P8S4_190411_351_A01,patch-seq-L4 & L5 IT
PAS4_190606_455_A01,patch-seq-L5 ET
P8S4_181016_357_A01,patch-seq-L4 & L5 IT
PFS4_190604_703_A01,patch-seq-L5 ET
PFS4_190712_701_A01,patch-seq-L6 CT
P1S4_191015_002_A01,patch-seq-L6 CT
P1S4_200211_003_A01,patch-seq-L6b
PFS4_200228_703_A01,patch-seq-L6b
PAS4_200729_451_A01,patch-seq-L6b
P8S4_190218_359_A01,patch-seq-L4 & L5 IT
PFS4_190225_706_A01,patch-seq-L5 ET
P8S4_170817_352_A01,patch-seq-L6b
PAS4_191028_452_A01,patch-seq-L5 ET
PFS4_190809_703_A01,patch-seq-L6 CT
PAS4_171102_451_A01,patch-seq-L4 & L5 IT
PAS4_190715_452_A01,patch-seq-L5 ET
P8S4_190627_353_A01,patch-seq-L4 & L5 IT
P8S4_171207_352_A01,patch-seq-L4 & L5 IT
PFS4_190905_701_A01,patch-seq-L5 ET
PFS4_190716_704_A01,patch-seq-L6 CT
PAS4_191119_452_A01,patch-seq-L5 ET
PAS4_191028_455_A01,patch-seq-L5 ET
PES4_191101_653_A01,patch-seq-L6 IT Car3
P8S4_190301_354_A01,patch-seq-L6 CT
PBS4_190131_501_A01,patch-seq-L2/3 IT
PES4_190307_652_A01,patch-seq-L4 & L5 IT
PAS4_191125_452_A01,patch-seq-L5 ET
P8S4_191018_351_A01,patch-seq-L4 & L5 IT
PFS4_190802_704_A01,patch-seq-L5 ET
PAS4_180110_451_A01,patch-seq-L4 & L5 IT
PAS4_190725_455_A01,patch-seq-L6 IT
P9S4_180227_404_A01,patch-seq-L6 CT
PFS4_191212_706_A01,patch-seq-L2/3 IT
P8S4_190703_354_A01,patch-seq-L5 ET
PFS4_190819_704_A01,patch-seq-L2/3 IT
P8S4_191008_353_A01,patch-seq-L5 ET
P1S4_190307_006_A01,patch-seq-L6 CT
PES4_200708_652_A01,patch-seq-L6b
P1S4_191205_002_A01,patch-seq-L5 ET
PES4_190805_653_A01,patch-seq-L6 IT
P8S4_191114_351_A01,patch-seq-L6b
P1S4_190923_002_A01,patch-seq-L4 & L5 IT
P8S4_171030_354_A01,patch-seq-L4 & L5 IT
P2S4_180403_051_A01,patch-seq-L4 & L5 IT
PAS4_190702_452_A01,patch-seq-L5 ET
P1S4_190801_005_A01,patch-seq-L5 ET
P8S4_191028_355_A01,patch-seq-L5 ET
PAS4_181217_452_A01,patch-seq-L5 ET
PES4_190822_652_A01,patch-seq-L6 CT
PFS4_191008_703_A01,patch-seq-L5 ET
PFS4_181016_702_A01,patch-seq-L4 & L5 IT
P2S4_170726_054_A01,patch-seq-L4 & L5 IT
PFS4_190712_704_A01,patch-seq-L2/3 IT
P1S4_190604_002_A01,patch-seq-L5 ET
PFS4_190719_702_A01,patch-seq-L5 ET
PBS4_171016_505_A01,patch-seq-L4 & L5 IT
PAS4_190730_451_A01,patch-seq-L6 CT
PFS4_190222_706_A01,patch-seq-L5 ET
PAS4_191115_452_A01,patch-seq-L5 ET
PES4_190712_653_A01,patch-seq-L6 CT
PFS4_191203_708_A01,patch-seq-L5 ET
PES4_191022_651_A01,patch-seq-L4 & L5 IT
P8S4_171023_357_A01,patch-seq-L4 & L5 IT
P1S4_180705_003_A01,patch-seq-L4 & L5 IT
P8S4_191212_356_A01,patch-seq-L2/3 IT
P1S4_190624_003_A01,patch-seq-L6b
PFS4_190702_704_A01,patch-seq-L5 ET
PES4_190205_655_A01,patch-seq-L5 ET
P8S4_170920_358_A01,patch-seq-L4 & L5 IT
PAS4_190225_452_A01,patch-seq-L4 & L5 IT
PAS4_190607_451_A01,patch-seq-L6 CT
PAS4_190627_453_A01,patch-seq-L5 ET
PES4_190308_656_A01,patch-seq-L6 CT
PES4_191125_653_A01,patch-seq-L5 ET
P8S4_191114_353_A01,patch-seq-L5 ET
P9S4_180705_404_A01,patch-seq-L2/3 IT
PFS4_191007_702_A01,patch-seq-L5 ET
PBS4_180316_501_A01,patch-seq-L4 & L5 IT
PES4_191125_654_A01,patch-seq-L5 ET
P1S4_190701_004_A01,patch-seq-L6 CT
PAS4_190415_455_A01,patch-seq-L6 CT
P8S4_180410_357_A01,patch-seq-L4 & L5 IT
PFS4_191024_706_A01,patch-seq-L5 ET
PFS4_191008_705_A01,patch-seq-L4 & L5 IT
PAS4_190307_457_A01,patch-seq-L6 CT
PAS4_180507_451_A01,patch-seq-L4 & L5 IT
PAS4_191126_454_A01,patch-seq-L5 ET
PAS4_191105_452_A01,patch-seq-L5 ET
P8S4_191028_352_A01,patch-seq-L5 ET
P8S4_200709_352_A01,patch-seq-L6b
P9S4_171004_407_A01,patch-seq-L4 & L5 IT
P8S4_191118_351_A01,patch-seq-L6 CT
PBS4_180821_503_A01,patch-seq-L6 IT
PES4_190823_652_A01,patch-seq-L6 CT
P8S4_191101_354_A01,patch-seq-L5 ET
PAS4_190627_451_A01,patch-seq-L4 & L5 IT
PFS4_191206_703_A01,patch-seq-L5 ET
PFS4_191105_704_A01,patch-seq-L6b
P8S4_180827_355_A01,patch-seq-L5 ET
P9S4_180409_404_A01,patch-seq-L5 ET
P8S4_190627_352_A01,patch-seq-L2/3 IT
P1S4_190801_001_A01,patch-seq-L2/3 IT
PAS4_190412_455_A01,patch-seq-L2/3 IT
P8S4_190823_351_A01,patch-seq-L6b
PAS4_190730_456_A01,patch-seq-L5 ET
PAS4_190711_451_A01,patch-seq-L6 CT
PFS4_190711_702_A01,patch-seq-L6 CT
PFS4_190920_702_A01,patch-seq-L4 & L5 IT
P1S4_190514_001_A01,patch-seq-L2/3 IT
P1S4_191007_003_A01,patch-seq-L4 & L5 IT
P9S4_180403_403_A01,patch-seq-L4 & L5 IT
PFS4_190920_704_A01,patch-seq-L5 ET
P9S4_180108_403_A01,patch-seq-L4 & L5 IT
P2S4_190222_052_A01,patch-seq-L5 ET
PBS4_181113_503_A01,patch-seq-L4 & L5 IT
P8S4_190917_351_A01,patch-seq-L5 ET
PES4_191204_651_A01,patch-seq-L5 ET
P2S4_190222_053_A01,patch-seq-L5 ET
P8S4_191108_352_A01,patch-seq-L6b
PES4_190516_651_A01,patch-seq-L2/3 IT
P8S4_191203_352_A01,patch-seq-L5 ET
PFS4_190703_703_A01,patch-seq-L5 ET
P1S4_190718_002_A01,patch-seq-L4 & L5 IT
PFS4_190903_702_A01,patch-seq-L6 CT
P8S4_171023_353_A01,patch-seq-L5 ET
PES4_191022_652_A01,patch-seq-L4 & L5 IT
PAS4_191022_451_A01,patch-seq-L5 ET
PES4_200210_653_A01,patch-seq-L6b
P9S4_180219_403_A01,patch-seq-L6 CT
P8S4_190708_353_A01,patch-seq-L5 ET
P8S4_190214_351_A01,patch-seq-L5 ET
P8S4_200806_352_A01,patch-seq-L5 NP
P1S4_191015_001_A01,patch-seq-L6 CT
PAS4_191007_451_A01,patch-seq-L6 CT
PFS4_190507_701_A01,patch-seq-L6 CT
P8S4_191118_352_A01,patch-seq-L6 CT
PBS4_181011_504_A01,patch-seq-L4 & L5 IT
P8S4_170926_354_A01,patch-seq-L4 & L5 IT
PFS4_191205_702_A01,patch-seq-L5 ET
PES4_190712_652_A01,patch-seq-L6 CT
PFS4_191204_702_A01,patch-seq-L5 ET
P8S4_200114_351_A01,patch-seq-L6 IT Car3
PXS4_190207_002_A01,patch-seq-L4 & L5 IT
PAS4_190701_452_A01,patch-seq-L4 & L5 IT
PES4_190329_656_A01,patch-seq-L6 CT
PFS4_191115_702_A01,patch-seq-L6b
P8S4_180620_356_A01,patch-seq-L5 NP
PES4_190121_651_A01,patch-seq-L6 CT
PBS4_171101_501_A01,patch-seq-L4 & L5 IT
P8S4_190726_354_A01,patch-seq-L4 & L5 IT
PBS4_180228_503_A01,patch-seq-L2/3 IT
P8S4_180827_351_A01,patch-seq-L5 ET
PES4_191122_651_A01,patch-seq-L5 ET
PES4_190222_651_A01,patch-seq-L5 ET
PAS4_190326_453_A01,patch-seq-L6 CT
P9S4_171102_402_A01,patch-seq-L5 ET
P8S4_180523_353_A01,patch-seq-L5 NP
PAS4_191014_453_A01,patch-seq-L6 CT
PFS4_190829_702_A01,patch-seq-L2/3 IT
P8S4_171211_355_A01,patch-seq-L4 & L5 IT
PFS4_191118_701_A01,patch-seq-L6 CT
PBS4_171005_503_A01,patch-seq-L4 & L5 IT
P8S4_190218_358_A01,patch-seq-L4 & L5 IT
PAS4_191022_452_A01,patch-seq-L5 ET
P8S4_180313_354_A01,patch-seq-L4 & L5 IT
PES4_190627_653_A01,patch-seq-L2/3 IT
P1S4_190307_004_A01,patch-seq-L6 CT
P2S4_171201_052_A01,patch-seq-L4 & L5 IT
PAS4_190415_454_A01,patch-seq-L6 CT
P1S4_190809_002_A01,patch-seq-L2/3 IT
PFS4_190607_701_A01,patch-seq-L6 CT
PAS4_190606_452_A01,patch-seq-L4 & L5 IT
PFS4_190819_701_A01,patch-seq-L6b
P9S4_180523_403_A01,patch-seq-L5 NP
PFS4_191105_703_A01,patch-seq-L6 IT
PFS4_190827_701_A01,patch-seq-L6 CT
P8S4_191105_352_A01,patch-seq-L4 & L5 IT
PFS4_191007_703_A01,patch-seq-L2/3 IT
P1S4_190730_001_A01,patch-seq-L2/3 IT
P1S4_190604_001_A01,patch-seq-L5 ET
P8S4_190702_352_A01,patch-seq-L4 & L5 IT
P1S4_190920_001_A01,patch-seq-L4 & L5 IT
P1S4_190926_004_A01,patch-seq-L4 & L5 IT
P1S4_190801_002_A01,patch-seq-L2/3 IT
P8S4_171215_354_A01,patch-seq-L6 CT
P9S4_180613_404_A01,patch-seq-L2/3 IT
PFS4_190121_704_A01,patch-seq-L6 CT
