"","v1_alm_first_cl","v1_alm_second_cl","v1_alm_third_cl","v1_first_cl","v1_second_cl","v1_third_cl","v1_alm_first_bt","v1_alm_second_bt","v1_alm_third_bt","v1_first_bt","v1_second_bt","v1_third_bt","v1_alm_first_KL","v1_alm_second_KL","v1_alm_third_KL","v1_first_KL","v1_second_KL","v1_third_KL","v1_alm_first_cor","v1_alm_second_cor","v1_alm_third_cor","v1_first_cor","v1_second_cor","v1_third_cor","v1_alm_call","v1_call"
"T31_1.G11_S111_L006_1426419.0","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.97,0.02,0.01,0.76,0.22,0.02,0.143476079127495,7.17692292325829,2.20864692590361,0.478127573367049,11.9608593884002,5.77538489978704,0.606789819336559,0.604868867775724,0.595546048540581,0.606931753065042,0.60491784777147,0.583720644980082,"Core","I1"
"T31_1.G12_S119_L006_1656159.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.75,0.1,0.06,0.95,0.05,0,0.206119061942193,1.38453433607308,3.33116421571181,0.121907796498548,1.4598524689934,3.51027958914802,0.574484648732474,0.57921352650448,0.568824285875983,0.574561548917485,0.579485911961174,0.569100340337698,"I1","Core"
"T31_1.G2_S39_L006_1865119.5","L2/3 IT VISp Agmat","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",1,0,0,0.82,0.17,0.01,0.172925720900764,16.1179014100924,16.1178999990586,0.359102289246277,12.8746673530171,5.30344721694393,0.587804079173178,0.402887438311625,0.425927129092605,0.58797045833208,0.567663298947235,0.560755910301469,"Core","I1"
"T31_1.G3_S47_L006_1494379.5","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.33,0.25,0.22,1,0,0,3.93713495921495,3.35492690349304,5.55411055353587,0.0398947832087174,16.1179430109686,16.1179428006942,0.602484875725119,0.604309518591191,0.588795668884908,0.615485858090117,0.587597005923844,0.599391578288328,"PoorQ","Core"
"T31_1.G4_S55_L006_2122846.5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.93,0.07,0,0.94,0.06,0,0.162650619516057,1.71671508193703,15.8642670917555,0.128768422374827,1.41690187967637,3.47416366222523,0.558348416050355,0.562759295626901,0.407803925718009,0.558471749351474,0.563170805401032,0.542706800002563,"Core","Core"
"T31_1.G5_S63_L006_1522096.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.86,0.14,0,0.99,0.01,0,0.254687386176526,1.43497221572935,15.7129442938254,0.123169624156116,1.66035915742422,3.68344762800187,0.585507242101892,0.596232127443241,0.423435459489128,0.585534926521906,0.59653158169343,0.578817418535783,"I1","Core"
"T31_1.G6_S71_L006_1569466.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.56,0.33,0.11,0.98,0.02,0,0.3229028815338,1.46523307997281,1.93598537016298,0.211960760696314,3.50645910117951,2.89801148351535,0.626757717417305,0.601195425866216,0.610478698269325,0.627184041371877,0.610620238567682,0.601590841336921,"I2","Core"
"T31_1.G7_S79_L006_1392752.5","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.85,0.12,0.02,0.97,0.03,0,0.0485280654211325,3.51574901459137,5.81763350840644,0.115054999099697,1.55262210198118,3.58937989734731,0.58150650960602,0.566577951646683,0.561593318687934,0.581633148178809,0.582995526312433,0.566864460602961,"I1","Core"
"T31_1.G8_S87_L006_1317697.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.35,0.24,0.22,0.52,0.45,0.03,3.49840515428783,4.0432020632577,2.23936668301591,6.95279950403121,1.59596479403826,8.36409050613067,0.585614642935915,0.577625305756548,0.582889775615594,0.585651335522994,0.583014556290435,0.57989110341377,"PoorQ","PoorQ"
"T31_1.G9_S95_L006_1744396.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.37,0.33,0.25,1,0,0,2.3126079133052,3.2669363020495,2.66043202999703,0.0398947832087174,16.1179430109686,16.1179428006942,0.620252659086048,0.599331987434199,0.58892094955843,0.620256985834358,0.565452974023942,0.580848497999787,"PoorQ","Core"
"T31_1.H1_S32_L006_3042482.5","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.98,0.02,0,0.99,0.01,0,0.12031507655612,4.34622115854358,16.01986513602,0.123169624156116,1.66035915742422,3.68344762800187,0.567762304754594,0.551109239010184,0.412482641034924,0.56790393852488,0.56939731718993,0.55150906954388,"Core","Core"
"T31_1.H10_S104_L006_1811520.5","L2/3 IT VISp Adamts2","L2/3 IT ALM Sla","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.76,0.19,0.05,0.97,0.02,0.01,0.385597267207617,4.00410243066049,2.67471743001588,0.0695959853499452,3.51221717288143,1.58171793083763,0.598342278279508,0.583575482547419,0.578852219863554,0.587507736722418,0.578960076386835,0.598613886710776,"I1","Core"
"T31_1.H11_S112_L006_2074662.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Lamp5 Krt73","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.79,0.21,0,1,0,0,0.143768569673668,1.59004885531323,15.6039523616794,0.0398947832087174,16.1179430109686,16.1179428006942,0.620888247722621,0.583780701401471,0.439355777877731,0.620925639696508,0.538476313161926,0.553867865556788,"I1","Core"
"T31_1.H4_S56_L006_2167647.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.54,0.23,0.06,1,0,0,0.954950444657277,1.34046997548184,9.71443474174906,0.0398947832087174,16.1179430109686,16.1179428006942,0.569224698169933,0.533935969406301,0.511234266786496,0.56923852282885,0.483719853382268,0.498506395048271,"I1","Core"
"T31_1.H5_S64_L006_2519495.0","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.39,0.16,0.15,0.64,0.34,0.02,3.86324298346075,3.22298638892049,11.298822947782,5.09734025271257,2.13088062868928,10.178946710786,0.552422478987572,0.542081749551218,0.524131781674466,0.552462926243351,0.542225664339518,0.533729418667849,"PoorQ","PoorQ"
"T31_1.H6_S72_L006_1995982.5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","Lamp5 Krt73","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.52,0.48,0,0.57,0.43,0,1.63141770835444,3.21916659286666,15.4255641166715,1.23903507770709,8.52107405444552,8.3832614773148,0.587269969672742,0.582312770077595,0.418966128742537,0.587481517916464,0.582356402505813,0.553760616334235,"I2","I2"
"T31_1.H7_S80_L006_2660774.0","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.54,0.36,0.1,0.56,0.44,0,0.40746776739229,1.87587757252717,1.20058901152327,0.431655603672085,1.44644777106923,1.46716645550156,0.57433548204112,0.558339590657862,0.570137705125739,0.574524874201912,0.558566818109919,0.570654714324452,"I2","I2"
"T31_1.H9_S96_L006_1740029.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.35,0.31,0.28,0.45,0.39,0.16,1.38586847709203,4.22842377751483,6.01410147410261,7.86306311033915,1.33938647979301,7.70705105892297,0.601269642423186,0.603053492313819,0.604466014615443,0.604486627036163,0.601371320249815,0.587993622316527,"I3","PoorQ"
"T31_2.10_S66_L007_1205047.5","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 PT VISp Lgr5","L4 IT VISp Rspo1","L5 PT VISp Lgr5","L2/3 IT VISp Rrad",0.24,0.21,0.21,0.97,0.03,0,6.48677001814794,5.77377569961244,10.8240455415205,0.387495411618693,15.5009607857173,15.9832037807101,0.568616459436193,0.584604512435519,0.526746327795025,0.584625461944989,0.526746327795025,0.537491600512837,"PoorQ","Core"
"T31_2.11_S67_L007_533751.0","L2/3 IT VISp Agmat","L5 IT ALM Npw","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou",0.46,0.28,0.11,0.6,0.39,0.01,1.78248262928076,8.28822462352857,5.22449345656083,1.13066698311588,9.00080746192477,10.038689831611,0.574392198189842,0.555721082044869,0.579611998218325,0.574505848281398,0.579634959450741,0.546190103336298,"I2","I2"
"T31_2.12_S68_L007_837822.5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.98,0.02,0,1,0,0,0.144420403358694,1.96547031782835,16.01986513602,0.143856644117119,3.74711077099953,1.73085689446764,0.578205074359487,0.582629233732331,0.439599009804426,0.578253113631477,0.562746218740692,0.583023539418495,"Core","Core"
"T31_2.13_S69_L007_979174.5","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.35,0.31,0.24,0.68,0.32,0,1.78770217526764,6.30656243051042,1.6529447458051,0.646998925435792,0.640040787711213,2.87500379251034,0.554433458415095,0.548745475683334,0.555291094113276,0.5546110211029,0.555786051246142,0.530863929740336,"I3","I1"
"T31_2.14_S70_L007_864663.5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L5 IT ALM Npw","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.66,0.27,0.05,0.6,0.39,0.01,0.666548298151647,1.72314487347252,14.4689797637923,1.05926697937303,9.12773786117652,7.81527274211027,0.578311677461272,0.580124680781335,0.556893695939382,0.578401008767147,0.576832007022322,0.557870623722573,"I1","I2"
"T31_2.18_S74_L007_2200281.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat",0.63,0.35,0.02,0.53,0.4,0.07,0.742592063443251,0.9922616547403,8.09639529792374,6.70743674391711,7.88693204369268,2.85931071556684,0.540041916586439,0.543770322736518,0.536276905953057,0.53630508567666,0.544219998249593,0.54011428244199,"I2","PoorQ"
"T31_2.19_S75_L007_3973820.5","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.36,0.25,0.16,0.95,0.05,0,3.0750006837337,3.11746627982695,3.18506370896744,0.645283894421352,3.87455738757474,15.300890787251,0.558503505081829,0.577566730734257,0.562313974968889,0.577590517418505,0.562367122988577,0.53875674113618,"PoorQ","Core"
"T31_2.21_S77_L007_9133806.5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.96,0.04,0,1,0,0,0.14404747697163,1.85830321062181,15.9499609054642,0.143856644117119,3.74711077099953,1.73085689446764,0.518399602736191,0.519781543709662,0.359307417452049,0.518449286737499,0.506275100090602,0.520122636016188,"Core","Core"
"T31_2.22_S78_L007_12112046.5","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.56,0.23,0.16,0.57,0.4,0.03,1.28183137070092,1.65899136709617,1.70158695757426,0.830641871927781,0.387592376545963,2.53834863253814,0.481645438629769,0.497521900894234,0.487872439037663,0.497623885952929,0.488212221368916,0.481906898381838,"PoorQ","PoorQ"
"T31_2.23_S79_L007_6725695.5","L4 IT VISp Rspo1","L5 IT ALM Npw","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.3,0.21,0.12,0.63,0.2,0.14,4.00273563821846,7.43718392146411,3.6508218931553,2.83580173481529,11.9089231557386,4.23126122001172,0.514261400440102,0.502133585032303,0.518850235803063,0.5169790958188,0.514259883156359,0.508915982570475,"PoorQ","PoorQ"
"T31_2.24_S80_L007_8125867.5","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT ALM Sla","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.41,0.25,0.17,0.47,0.45,0.07,3.53249856627052,4.93620691180467,11.6007159701726,7.61488214730077,1.41072559399059,7.4545193299006,0.521884622750265,0.50507386377195,0.486798162534018,0.521918564403703,0.50809155886446,0.498625146595466,"PoorQ","PoorQ"
"T31_2.26_S82_L007_2570935.5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou",0.35,0.21,0.21,0.43,0.41,0.06,2.82057671707141,2.89309444596957,4.36401073466422,2.52682202296461,6.73619371933866,7.47825336136839,0.474643905549762,0.46796148973312,0.453543178137623,0.468136628445995,0.474697205780321,0.442077166915405,"PoorQ","PoorQ"
"T31_2.27_S83_L007_2469307.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.88,0.05,0.03,1,0,0,0.315292111937589,4.29258371784809,14.2796065468273,0.0398947832087174,16.1179430109686,16.1179428006942,0.563502246454874,0.543080512624937,0.531852742213705,0.563495079706063,0.498035671384408,0.513559102121435,"I1","Core"
"T31_2.28_S84_L007_1676451.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.9,0.08,0.01,0.92,0.08,0,0.264089954456983,1.76206047579036,4.89779675129873,0.147592336734636,1.33610336364955,3.40703447098689,0.547466284937675,0.547861406631987,0.532023743668948,0.547578931769086,0.548222475008935,0.531452461206325,"Core","Core"
"T31_2.29_S85_L007_731911.0","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.4,0.36,0.15,0.51,0.49,0,1.5667030423233,3.89695703893046,6.89343201006104,1.47756372531829,7.54675895553074,9.11587939416467,0.571418120241127,0.567506987781244,0.564089782780713,0.571515849060654,0.567521211211898,0.547945211800005,"I2","I2"
"T31_2.30_S86_L007_2220481.5","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L5 PT VISp Lgr5","L2/3 IT VISp Agmat","L5 PT VISp Lgr5","L5 PT VISp C1ql2 Ptgfr",0.46,0.16,0.15,0.51,0.32,0.05,3.11457713219777,10.0890397929492,12.0423673413449,5.97870677413494,8.49570486479154,9.60781966362008,0.517085817147754,0.49923247439526,0.449353302026776,0.517181033690055,0.449353302026776,0.452201614216832,"PoorQ","PoorQ"
"T31_2.31_S87_L007_3715424.5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 PT VISp Lgr5","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat",0.29,0.23,0.19,0.54,0.28,0.11,5.8370788888663,4.25736041802613,11.317399880216,5.99693057284661,8.37892164385681,2.61637895858862,0.495984979302613,0.491962030186754,0.435380442621193,0.496000929621155,0.488432577463095,0.492091417506246,"PoorQ","PoorQ"
"T31_2.34_S90_L007_3026581.0","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.46,0.41,0.08,0.88,0.12,0,1.81541475853838,1.94237972986139,8.09558365976324,0.273257917241028,13.8216562510303,4.86468975911557,0.51382757340146,0.525536715848704,0.511561304765396,0.525584244453041,0.515190266045177,0.507027844487863,"I2","I1"
"T31_2.35_S91_L007_971839.0","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L4 IT VISp Rspo1",0.61,0.18,0.1,0.35,0.33,0.32,0.315741202922507,3.76875500214051,2.44806031233868,5.32342171918089,1.1440292999754,9.87506382507402,0.576500784512999,0.555696043870887,0.569852183610945,0.555962945402373,0.576599021131624,0.573499977476086,"I1","PoorQ"
"T31_2.38_S94_L007_2201418.5","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.36,0.34,0.2,1,0,0,2.43040181081555,2.54347630952908,2.80764600078446,0.0398947832087174,16.1179430109686,16.1179428006942,0.545574174084892,0.56615583661827,0.533217698326847,0.566197231772342,0.500833733620479,0.522259262481445,"PoorQ","Core"
"T31_2.39_S95_L007_2283403.5","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L5 PT VISp Krt80","L5 PT VISp Lgr5",0.55,0.44,0.01,0.77,0.1,0.09,1.87597947407732,8.22182100211459,3.91369791573149,2.49048298291094,8.07736239104366,12.9422067280406,0.544052718485113,0.531417981272918,0.528015926896779,0.544022324831438,0.476546975075407,0.458724202302543,"I2","PoorQ"
"T31_2.4_S60_L007_1599700.0","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.51,0.21,0.18,0.96,0.04,0,1.2630690236528,5.55971760723261,4.58078752890288,0.141355865258642,15.3068791944159,4.07400201481494,0.574957696314364,0.567979020938568,0.577856601095062,0.575009373644719,0.567975975575316,0.560366997730829,"I1","Core"
"T31_2.40_S96_L007_3319139.0","L2/3 IT VISp Adamts2","L2/3 IT ALM Sla","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.76,0.21,0.03,0.69,0.31,0,0.442210200169795,3.71660796892518,2.78958065115974,0.111362454362309,1.96133555423944,2.59920796774835,0.529378158449048,0.514099676357188,0.507515850293573,0.529770021058149,0.510356066925086,0.507743139160017,"I1","I1"
"T31_2.42_S98_L007_989332.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L5 IT ALM Npw","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.38,0.38,0.12,0.71,0.29,0,3.07679160218167,1.51663346985964,11.5651272581247,0.565778537132953,0.708254044988311,2.92271306260471,0.532568886378591,0.523350324923599,0.497494583583813,0.523345448713452,0.53285072309332,0.523949305596617,"PoorQ","I1"
"T31_2.43_S99_L007_409607.5","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Ptrf","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 PT VISp Krt80",0.79,0.2,0.01,0.82,0.16,0.02,0.509795708837815,3.55009894343203,12.6810883828757,0.59092360501846,13.0112789461147,10.2448684421413,0.551375716455281,0.528417021380445,0.525795832589593,0.551391920454052,0.537138911608574,0.486355275480528,"I1","I1"
"T31_2.44_S100_L007_1563440.5","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.99,0.01,0,0.79,0.21,0,0.139639243634949,4.43295637821359,16.0619022315182,0.0946366313108513,2.46248876686002,1.41842609788445,0.515855144501776,0.497761437934557,0.372235701427044,0.515934472192895,0.498055001252009,0.514571849469654,"Core","I1"
"T31_2.45_S101_L007_1405253.0","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2",0.47,0.44,0.08,0.59,0.36,0.05,4.01406795507831,2.1347576645666,7.71575494602229,0.980510659042941,9.50097038389621,6.00884173101335,0.49625363875745,0.512541304350275,0.513056763638639,0.512598210167687,0.509954711796266,0.513236400006719,"PoorQ","I2"
"T31_2.46_S102_L007_1005320.5","L2/3 IT ALM Sla","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L5 PT VISp Lgr5",0.31,0.27,0.24,0.66,0.33,0.01,4.95612953697045,2.09722411458576,2.36963287096711,0.782772054404543,0.710132713542403,15.2710541806942,0.544075124670226,0.536121124180632,0.547202955159938,0.547247597507107,0.552150470437654,0.469522281640093,"PoorQ","I1"
"T31_2.47_S103_L007_824137.0","L4 IT VISp Rspo1","L5 PT VISp Lgr5","Lamp5 Krt73","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.97,0.03,0,1,0,0,0.442124802232451,15.5019967719749,15.9831625032002,0.0398947832087174,16.1179430109686,16.1179428006942,0.556359151178235,0.464267180540442,0.383164661813099,0.556410976864656,0.484169905507515,0.500414148255621,"Core","Core"
"T31_2.5_S61_L007_3753477.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.96,0.04,0,1,0,0,0.14404747697163,1.85830321062181,15.9499609054642,0.143856644117119,3.74711077099953,1.73085689446764,0.575193157953611,0.584775476130795,0.441193843676792,0.575359253300773,0.561127411155203,0.585210239888063,"Core","Core"
"T31_2.50_S106_L007_2670475.0","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.48,0.39,0.09,1,0,0,1.41379151362208,1.91795510905955,5.20451846637781,0.143856644117119,3.74711077099953,1.73085689446764,0.53960367178234,0.520365103345532,0.511875045988025,0.539636927613457,0.519711979924514,0.534199948953879,"I2","Core"
"T31_2.51_S107_L007_1811131.5","L4 IT VISp Rspo1","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",1,0,0,1,0,0,0.0962148727806459,16.1179014100924,16.1178999990586,0.0398947832087174,16.1179430109686,16.1179428006942,0.551519333842599,0.393866249664298,0.419200732689249,0.551551585451727,0.48262265670242,0.493660659575774,"Core","Core"
"T31_2.53_S109_L007_2621984.0","L2/3 IT VISp Agmat","L5 PT VISp Lgr5","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 PT VISp Krt80",0.96,0.03,0.01,0.89,0.08,0.03,0.495606713883701,15.4463036717368,2.31221874044636,0.54299540183104,14.4207350155157,9.77917755247292,0.545344666806082,0.466731349635942,0.532718004674553,0.545443710042096,0.544331731095413,0.476830122116326,"Core","I1"
"T31_2.54_S110_L007_1835707.0","L2/3 IT VISp Agmat","L2/3 IT ALM Ptrf","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.83,0.09,0.04,1,0,0,0.581569007568387,13.360478840714,4.54307873758153,0.143856644117119,3.74711077099953,1.73085689446764,0.541532169927582,0.522754487816736,0.511641068488417,0.541560646904995,0.523266121680977,0.525970922402762,"I1","Core"
"T31_2.55_S111_L007_2237402.0","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.43,0.41,0.11,0.47,0.46,0.07,1.94240164994005,3.31079684892337,5.12507655882599,1.30313206313755,7.82383827911766,8.2826031633947,0.488230980556082,0.489591252733001,0.477962190543693,0.488302958704031,0.489605806930578,0.473132306642547,"PoorQ","PoorQ"
"T31_2.56_S112_L007_2117673.0","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.43,0.29,0.26,0.92,0.08,0,2.59528052912025,2.63987685721796,2.77094345754781,1.04737196276315,3.67022358265355,14.8495123477105,0.553104073266806,0.571580172297059,0.552700366457528,0.571604949978376,0.552800544020562,0.522946834899421,"PoorQ","Core"
"T31_2.58_S114_L007_2277785.5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad",0.57,0.4,0.03,0.42,0.32,0.16,0.936357973088595,0.983916172708123,10.300803735197,0.789117970454216,1.60672465638987,2.89934531084285,0.599547017521002,0.598000057319297,0.579207255001359,0.599590810626464,0.598240213250818,0.572123431472556,"I2","I2"
