"","v1_alm_first_cl","v1_alm_second_cl","v1_alm_third_cl","v1_first_cl","v1_second_cl","v1_third_cl","v1_alm_first_bt","v1_alm_second_bt","v1_alm_third_bt","v1_first_bt","v1_second_bt","v1_third_bt","v1_alm_first_KL","v1_alm_second_KL","v1_alm_third_KL","v1_first_KL","v1_second_KL","v1_third_KL","v1_alm_first_cor","v1_alm_second_cor","v1_alm_third_cor","v1_first_cor","v1_second_cor","v1_third_cor","v1_alm_call","v1_call"
"T31_2.86_S142_L007_1288558.5","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.8,0.19,0.01,0.56,0.42,0.02,0.193765719617269,1.68870602948313,2.11041116553213,0.909378896086628,0.686484073767821,1.47196667939099,0.508860535133711,0.524356452572866,0.516211461314582,0.508914456430302,0.516281090058303,0.524755244249503,"I1","I2"
"T31_2.91_S147_L007_1594997.5","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT ALM Ptrf","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.89,0.07,0.01,0.52,0.44,0.04,0.460230136680016,1.95852294526967,15.4838636792354,6.92733845749277,1.5530860326323,9.2031325519875,0.524815999979156,0.51988894345984,0.501213808461694,0.512063193319537,0.524869529129892,0.507525142529114,"I1","PoorQ"
"T31_3.1_S153_L007_1209575.0","L6 IT VISp Penk Col27a1","L6 IT VISp Col18a1","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT VISp Col18a1","L6 IT VISp Col23a1 Adamts2",0.52,0.17,0.13,0.77,0.22,0.01,2.56031274365309,5.98125548696545,2.13372503130232,0.663360273640404,5.38761082215817,1.91199682785382,0.595389431438107,0.57866745121854,0.584199181162203,0.595460680018295,0.57866745121854,0.584232104142944,"PoorQ","I1"
"T31_3.10_S162_L007_1388538.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT ALM Macc1 Lrg1","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Hsd11b1 Endou",0.25,0.25,0.16,0.38,0.31,0.17,2.75483680453581,3.34314024854326,7.02338432837153,5.18268405929577,4.04005667642376,5.43484296616163,0.514852396412049,0.506351900867915,0.498715463912348,0.514858709661677,0.510403266605771,0.483716146784547,"PoorQ","PoorQ"
"T31_3.12_S164_L007_857677.5","L2/3 IT VISp Agmat","Meis2 Adamts19","Lamp5 Krt73","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.98,0.02,0,1,0,0,0.393787312828976,15.7006946056664,16.01986513602,0.143856644117119,3.74711077099953,1.73085689446764,0.573529486555155,0.403653022461233,0.434497396664684,0.573671311307638,0.567807508894676,0.58430363263759,"Core","Core"
"T31_3.14_S166_L007_1001290.5","L5 PT VISp Lgr5","L5 PT VISp C1ql2 Ptgfr","L5 PT VISp Krt80","L5 PT VISp Lgr5","L5 PT VISp C1ql2 Cdh13","L5 PT VISp Krt80",0.39,0.34,0.2,0.43,0.37,0.19,0.978990915080522,3.48318856036484,4.34635031009779,1.71906504675056,1.40115273207032,2.58472694808462,0.584756950850668,0.596668165368442,0.592616859065624,0.584756950850668,0.592161718156293,0.592616859065624,"I2","I2"
"T31_3.15_S167_L007_1240017.5","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.32,0.23,0.2,1,0,0,2.9115111344787,4.51294630982669,2.81066673059204,0.0398947832087174,16.1179430109686,16.1179428006942,0.516084297531016,0.527859509958271,0.551046825707005,0.551092495819259,0.495632845119846,0.511585571297665,"PoorQ","Core"
"T31_3.17_S169_L007_754742.5","L4 IT VISp Rspo1","L5 IT ALM Gkn1 Pcdh19","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 IT VISp Col6a1 Fezf2","L5 IT VISp Hsd11b1 Endou",0.24,0.15,0.13,0.51,0.21,0.2,4.69221735477271,9.52117609704006,4.55489677148313,1.27652757822745,11.5458394078885,1.31968355874566,0.516274539144455,0.451794342382433,0.499557604845959,0.516285292496274,0.461530517243024,0.488219595214403,"PoorQ","I1"
"T31_3.19_S171_L007_5496664.5","L6 IT VISp Col18a1","L6 IT VISp Car3","L5 PT VISp Krt80","L6 IT VISp Col18a1","L6 IT VISp Car3","L2/3 IT VISp Rrad",0.94,0.04,0.02,0.88,0.12,0,0.710369651082474,15.2089099880634,7.82460685731493,1.57617577151314,13.8184659165317,15.7510230704617,0.511063629707786,0.449869509970228,0.465458991869755,0.511063629707786,0.449293401929985,0.465650746609543,"Core","I1"
"T31_3.2_S154_L007_1253267.5","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2",0.63,0.29,0.08,0.45,0.44,0.08,1.8098277370658,2.70077471762628,1.08862311481295,2.96469403607606,1.72793212432005,1.12626924839418,0.617469494659055,0.62935922127926,0.63157276214765,0.617469494659055,0.62940177874165,0.631584301773998,"I1","PoorQ"
"T31_3.20_S172_L007_1114143.5","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.35,0.34,0.23,0.54,0.44,0.02,2.07636791296253,3.22995718171333,3.79086287779771,6.66359274800897,1.67572667763691,8.69868513487536,0.590712462396816,0.583883681511465,0.596099732540725,0.596117614696572,0.590826809995653,0.576460055537717,"PoorQ","PoorQ"
"T31_3.21_S173_L007_2654850.5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L2/3 IT VISp Rrad",0.55,0.22,0.22,0.98,0.02,0,0.537173965785424,1.95166913002898,3.73860172612336,0.00955560127023393,2.63421327141827,16.0199065016154,0.625179275151789,0.592799441625722,0.601116904727436,0.625178218388248,0.592799441625722,0.555056768663263,"I1","Core"
"T31_3.22_S174_L007_1770651.5","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Fst","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Fst","L2/3 IT VISp Rrad",0.45,0.33,0.2,0.85,0.15,0,0.337216099361387,1.76260262284573,0.665474789546086,0.680368033497805,1.8506544510154,15.695239481559,0.609180438046929,0.598654719088674,0.597320851626392,0.609186740780397,0.597320851626392,0.555606342180286,"I2","I1"
"T31_3.23_S175_L007_698049.0","L6 IT VISp Col18a1","L6 IT VISp Penk Fst","L6 IT VISp Penk Col27a1","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Fst",0.71,0.16,0.12,0.54,0.36,0.04,0.936777868530247,0.987890150909865,3.33042273463732,2.67412867097371,2.23642542419936,1.72300540481423,0.612822808897084,0.619239541295805,0.628192618400119,0.612822808897084,0.628199381909416,0.619239541295805,"I1","PoorQ"
"T31_3.24_S176_L007_621051.0","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 PT ALM Hpgd","L4 IT VISp Rspo1","L5 IT VISp Col6a1 Fezf2","L5 IT VISp Hsd11b1 Endou",0.19,0.17,0.12,0.48,0.2,0.13,7.95069156758264,6.51245989285018,9.8288610843995,1.78348410346709,9.51731209913142,1.93497607017103,0.536089832446577,0.546085166013711,0.507183200172316,0.546096637901239,0.495222715097864,0.517833693648328,"PoorQ","I3"
"T31_3.25_S177_L007_1058383.0","Sst Rxfp1 Eya1","Sst Esm1","Vip Igfbp6 Car10","Serpinf1 Aqp5 Vip","Pvalb Vipr2","L4 IT VISp Rspo1",0.22,0.15,0.11,0.15,0.14,0.12,7.36414940856997,7.93207524378955,10.6583161218831,10.6189665857749,10.92175229208,10.8287649041848,0.303629760408277,0.289870493315713,0.304635290073618,0.285606632066294,0.282699710249842,0.29132256371057,"PoorQ","PoorQ"
"T31_3.3_S155_L007_1236890.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.35,0.25,0.19,1,0,0,2.63610404753808,4.37245087171533,2.68956842093118,0.0398947832087174,16.1179430109686,16.1179428006942,0.599588419208042,0.585671658648571,0.569359805242591,0.59962137541175,0.541274172604681,0.565211642174182,"PoorQ","Core"
"T31_3.31_S183_L007_893459.0","L6 IT VISp Col18a1","L5 IT ALM Pld5","L2/3 IT ALM Sla","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2",0.24,0.11,0.09,0.6,0.22,0.16,8.84342905628666,9.50642946376817,11.1947685533113,1.80041258834597,2.89951227567071,1.06716853067221,0.461541526686042,0.447450784066943,0.450834664239446,0.461541526686042,0.458642315869309,0.457770828586143,"PoorQ","PoorQ"
"T31_3.32_S184_L007_1286219.5","L6 IT VISp Col18a1","L5 IT VISp Col27a1","L5 IT ALM Lypd1 Gpr88","L6 IT VISp Col18a1","L5 IT VISp Col27a1","L5 IT VISp Col6a1 Fezf2",0.37,0.23,0.13,0.75,0.13,0.07,6.91765489507243,4.56415350453401,8.90975731429318,2.22485636927737,4.95895604844003,12.6622443434601,0.555747725469559,0.532166371817325,0.546870615704309,0.555747725469559,0.531951387796683,0.508353653358172,"PoorQ","PoorQ"
"T31_3.33_S185_L007_1178010.0","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.44,0.33,0.15,1,0,0,1.24479162005514,1.22335283904115,4.92586495649591,0.0398947832087174,16.1179430109686,16.1179428006942,0.544083921204898,0.578234310458061,0.558035359080739,0.578250995796391,0.50780178899827,0.519512176853665,"I2","Core"
"T31_3.34_S186_L007_1152387.5","L6 IT VISp Penk Col27a1","Meis2 Adamts19","L6 IT ALM Tgfb1","L5 IT VISp Col6a1 Fezf2","L6 IT VISp Penk Col27a1","L5 IT VISp Col27a1",0.74,0.09,0.06,0.52,0.43,0.02,1.78035494933057,13.2855975967788,5.34681846758177,6.6213628252574,3.05968354994637,2.73907807374748,0.532867243902856,0.361329562446721,0.501956114177257,0.497950821862293,0.53295733101387,0.512054619998468,"I1","PoorQ"
"T31_3.37_S189_L007_1044197.5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.52,0.47,0.01,1,0,0,1.57276935841058,3.28811974939077,7.92924822458397,0.0398947832087174,16.1179430109686,16.1179428006942,0.58635693624029,0.61552852059906,0.576294557092251,0.615563748021232,0.561751070936736,0.576662706717027,"I2","Core"
"T31_3.38_S190_L007_790057.5","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Fst","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L5 IT VISp Col27a1","L6 IT VISp Penk Fst",0.32,0.26,0.11,0.53,0.33,0.09,2.5834931774878,4.11685038346014,2.6390674657085,1.03863869037796,1.83083725314162,5.70776761207003,0.578165968218145,0.566027575581927,0.568126927841863,0.578233221895882,0.557813720988263,0.566027575581927,"PoorQ","I2"
"T31_3.39_S191_L007_1163899.5","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT ALM Oprk1","L6 IT VISp Penk Col27a1","L5 IT VISp Col6a1 Fezf2","L6 IT VISp Col23a1 Adamts2",0.43,0.2,0.14,0.45,0.18,0.15,1.96189256866107,1.86522789788308,4.15987473402084,1.29591034851869,10.4738952553357,3.6642635331755,0.551242372451826,0.544532029880228,0.529369536822669,0.544574865831996,0.508317485241334,0.551269295741431,"I3","I3"
"T31_3.4_S156_L007_1397577.5","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.53,0.43,0.04,1,0,0,1.3930920264984,2.10795584272694,9.38292847818314,0.143856644117119,3.74711077099953,1.73085689446764,0.54183636789384,0.528567842425052,0.532729790253783,0.541917363295561,0.51659842050846,0.539847194863063,"I2","Core"
"T31_3.43_S195_L007_699682.0","L4 IT VISp Rspo1","L5 IT VISp Col6a1 Fezf2","Meis2 Adamts19","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Col6a1 Fezf2",0.16,0.14,0.12,0.44,0.28,0.13,6.25210620126085,10.4414424662238,11.4988792735831,4.61914677267981,4.14271792709337,12.6658058770593,0.475315242861541,0.43982839613726,0.358736848965426,0.475307446837814,0.466349316572201,0.43949373948394,"PoorQ","PoorQ"
"T31_3.45_S197_L007_1235191.5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.33,0.3,0.28,1,0,0,2.86408956963629,2.63788026534158,3.44671420187858,0.0398947832087174,16.1179430109686,16.1179428006942,0.608358984465242,0.577200554706287,0.582536176908596,0.608396145774137,0.549319760982809,0.566505355965387,"PoorQ","Core"
"T31_3.49_S201_L007_1526691.0","L6 IT VISp Col18a1","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L6 IT VISp Col18a1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",1,0,0,1,0,0,0.00898970725978379,16.1179014100924,16.1178999990586,0.0101635699283992,16.1179430109686,16.1179428006942,0.551129071160301,0.406952556662154,0.434231055868821,0.551129071160301,0.497295858875222,0.50792017301687,"Core","Core"
"T31_3.5_S157_L007_1445937.5","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L5 PT ALM Slco2a1","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Fst",0.36,0.24,0.13,0.42,0.32,0.13,3.30668925532609,5.83629943300777,12.0089383016972,2.60631364488221,1.81646155291924,0.606106577593141,0.561394976346568,0.55964010167992,0.521878592297315,0.551134064137811,0.559737015733735,0.560014255656425,"PoorQ","PoorQ"
"T31_3.50_S202_L007_1521505.5","L4 IT VISp Rspo1","L5 IT ALM Pld5","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.4,0.33,0.18,1,0,0,1.3277913205793,3.87205649017063,2.45870590587612,0.0398947832087174,16.1179430109686,16.1179428006942,0.581933867982689,0.564272226183214,0.545770099031168,0.581969179525639,0.513359475953945,0.5276135858013,"I2","Core"
"T31_3.52_S204_L007_976027.5","L5 IT VISp Col27a1","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Col27a1","L6 IT VISp Col18a1","L2/3 IT VISp Rrad",0.33,0.32,0.18,0.52,0.48,0,2.85552169947041,6.2617051039686,2.73434187905909,1.82232631680665,3.30257635626309,15.4256040559574,0.516825339050042,0.54996455668573,0.538589072023316,0.538672763752709,0.539697725213232,0.503660094558413,"PoorQ","I2"
"T31_3.53_S205_L007_1072493.5","L6 IT VISp Penk Col27a1","L5 IT VISp Col27a1","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L5 IT VISp Col27a1","L5 IT VISp Col6a1 Fezf2",0.69,0.12,0.11,0.47,0.38,0.13,0.820551353157501,2.36257626393368,6.48785697192415,2.03200029909504,1.4178820872955,8.61159533589306,0.507794859832905,0.488776884088237,0.478053095158027,0.507908928703279,0.488776215454208,0.475697008125793,"I1","PoorQ"
"T31_3.55_S207_L007_1021432.5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.45,0.28,0.24,0.43,0.42,0.09,1.65660316779095,3.51229336905834,4.34107858785797,8.0916175779503,1.26017381048621,6.73163272852948,0.571470586283399,0.572409857731556,0.558791546390384,0.572442744384094,0.571622632811374,0.570914156947685,"I2","PoorQ"
"T31_3.56_S208_L007_880544.0","L6 IT ALM Tgfb1","L5 IT VISp Col27a1","L6 IT VISp Penk Col27a1","L5 IT VISp Col27a1","L5 IT VISp Col6a1 Fezf2","L2/3 IT VISp Rrad",0.23,0.12,0.11,0.6,0.4,0,5.46540253369794,3.67285350654571,4.2025054799064,0.762979922222171,2.14438058917776,15.4449391800885,0.537090597309904,0.564923089181611,0.554876966067803,0.565185940875386,0.548677225546835,0.52626914215982,"PoorQ","I2"
"T31_3.59_S211_L007_1075473.0","L4 IT VISp Rspo1","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",1,0,0,1,0,0,0.0962148727806459,16.1179014100924,16.1178999990586,0.0398947832087174,16.1179430109686,16.1179428006942,0.560630206638343,0.38423245142438,0.408378099601467,0.560673944883961,0.478654544128041,0.49407831065882,"Core","Core"
"T31_3.6_S158_L007_971455.0","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L5 IT VISp Col6a1 Fezf2","L6 IT VISp Col23a1 Adamts2",0.49,0.43,0.06,0.85,0.05,0.04,0.438611833570609,1.51410211817022,5.38261440859018,0.261544634038711,14.3434203893659,2.76111560811584,0.591122823508307,0.592399716329383,0.567091113626439,0.592482786365169,0.560205220214413,0.591070469359421,"I2","I1"
"T31_3.61_S213_L007_811996.0","Vip Igfbp6 Car10","L5 PT VISp Lgr5","Sncg Vip Itih5","Vip Col15a1 Pde1a","Serpinf1 Aqp5 Vip","L5 PT VISp Krt80",0.15,0.12,0.09,0.19,0.16,0.12,8.39330889041735,10.5784220255944,9.45359020199301,6.48766230399423,8.7827022827401,10.2959639943744,0.327897647211687,0.340079031205742,0.311309225832699,0.310013069898903,0.32448930991347,0.340473528103419,"PoorQ","PoorQ"
"T31_3.63_S215_L007_688926.5","L6 IT VISp Col18a1","L2/3 IT ALM Sla","L6 IT VISp Penk Col27a1","L6 IT VISp Col18a1","L6 IT VISp Col23a1 Adamts2","L2/3 IT VISp Rrad",0.94,0.03,0.02,0.99,0.01,0,0.415313497229275,15.3504288051299,4.99172033775067,0.0115147983822976,1.85068109190454,16.0619436980018,0.607185640554362,0.590778831009356,0.61429467067424,0.607185640554362,0.622681782252722,0.574199792123368,"Core","Core"
"T31_3.64_S216_L007_790048.0","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT ALM Npw","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.31,0.26,0.18,1,0,0,3.00724439214613,3.42767568217111,9.91630625497439,0.0398947832087174,16.1179430109686,16.1179428006942,0.532771508073519,0.516630811727835,0.507858613845239,0.53281854386033,0.494395660365905,0.513029644855476,"PoorQ","Core"
"T31_3.65_S217_L007_1406931.0","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.53,0.21,0.14,0.53,0.47,0,1.02996413762905,5.08792014600726,4.96579058261043,6.90523805390576,1.6446053213773,9.61231383638281,0.568543698624881,0.573534872458089,0.562442232534321,0.573543267578935,0.568667195263068,0.54600398848496,"I1","PoorQ"
"T31_3.66_S218_L007_1129180.0","L6 IT VISp Car3","L4 IT VISp Rspo1","L5 IT ALM Pld5","L4 IT VISp Rspo1","L6 IT VISp Car3","L2/3 IT VISp Rrad",0.28,0.19,0.11,0.99,0.01,0,6.64379488862406,7.23328642437344,8.40029585735238,0.144674351271303,5.50133987711151,16.0619436980018,0.432422365217802,0.504374063265353,0.490163255246475,0.504388895072831,0.431905273074497,0.462892471011708,"PoorQ","Core"
"T31_3.67_S219_L007_1251033.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Lamp5 Krt73","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.99,0.01,0,1,0,0,0.0669536655407502,2.52684873716231,16.0619022315182,0.0398947832087174,16.1179430109686,16.1179428006942,0.603113208556898,0.559572802282906,0.427542999001293,0.603125784590399,0.525273048836262,0.540710378349799,"Core","Core"
"T31_3.69_S221_L007_1121504.5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 PT VISp C1ql2 Ptgfr",0.56,0.22,0.1,0.72,0.27,0.01,1.60234700292921,6.02547031012111,4.8159803424325,0.784233812420201,11.1407829470234,15.3217246839983,0.579871066186731,0.58173418339083,0.577890202775064,0.58002508415107,0.581761464607695,0.511489970454361,"I1","I1"
"T31_3.7_S159_L007_1280309.0","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Fst","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT VISp Col18a1","L6 IT VISp Penk Fst",0.32,0.31,0.25,0.7,0.23,0.04,1.3761890731241,0.143859017306772,0.148418549734543,0.660983193926982,4.92708165848551,1.24730031800141,0.558350996989152,0.557702794436438,0.563131769262095,0.558408675734833,0.544063535094228,0.557702794436438,"I3","I1"
"T31_3.71_S223_L007_1362187.0","L6 IT VISp Penk Fst","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Fst","L6 IT VISp Col23a1 Adamts2",0.46,0.24,0.24,0.57,0.23,0.2,0.836970425091734,2.22767044385375,0.67883688965557,0.52863993046959,0.905591667043987,0.950302151922323,0.570387408618619,0.574458955454938,0.579688727291623,0.574572167815963,0.570387408618619,0.579732031286797,"I2","I1"
"T31_3.72_S224_L007_332858.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L5 PT VISp C1ql2 Ptgfr","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L6 IT VISp Col18a1",0.12,0.1,0.1,0.28,0.16,0.16,7.46409709383914,8.34601018133653,10.4889377973689,6.66253423208884,7.18917648872388,10.1804051810434,0.566859067502884,0.558938740101326,0.530581990259476,0.566876515384649,0.551806910525294,0.52793605701746,"PoorQ","PoorQ"
"T31_3.73_S225_L007_1077103.0","L5 PT ALM Slco2a1","L5 PT ALM Hpgd","L6 IT ALM Oprk1","L6 IT VISp Penk Col27a1","L5 IT VISp Col6a1 Fezf2","L5 PT VISp Krt80",0.46,0.12,0.11,0.44,0.35,0.13,5.08737633340846,5.55541780247735,10.4809802744504,3.85068977061706,8.84454318126719,10.3770929226471,0.499002897944473,0.492686895179695,0.508941996603793,0.516915062380019,0.494731196871235,0.487543823313551,"PoorQ","PoorQ"
"T31_3.74_S226_L007_1458374.5","L6 IT VISp Car3","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L6 IT VISp Car3","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",1,0,0,1,0,0,0.0219635241164802,16.1179014100924,16.1178999990586,0.0133241713579301,16.1179430109686,16.1179428006942,0.597327567794908,0.442478506084304,0.46870531031146,0.59670035682716,0.522945282047487,0.529487727743819,"Core","Core"
"T31_3.75_S227_L007_1504329.0","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.37,0.25,0.25,1,0,0,3.49015853488291,2.40296050803064,3.32792030803087,0.0398947832087174,16.1179430109686,16.1179428006942,0.562148949140713,0.544672571428317,0.567359459579209,0.567382720735332,0.523686165258398,0.539183182858171,"PoorQ","Core"
"T31_3.76_S228_L007_847857.5","L6 IT VISp Penk Col27a1","L6 IT ALM Oprk1","Lamp5 Krt73","L6 IT VISp Penk Col27a1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.99,0.01,0,1,0,0,0.0904762216310802,3.46092195117129,16.0619022315182,0.0971529633503231,16.1179430109686,16.1179428006942,0.569518610012881,0.551462963199178,0.423992692214968,0.569622172276306,0.516202114776927,0.534937321985102,"Core","Core"
"T31_3.77_S229_L007_1092839.5","L6 IT VISp Penk Col27a1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L6 IT VISp Penk Col27a1","L2/3 IT VISp Agmat","L5 IT VISp Col27a1",0.3,0.26,0.13,0.45,0.19,0.16,6.82724056241178,7.68450375098701,7.60577672841855,4.78463565233935,9.98885638676059,5.49056773500154,0.598407930856816,0.587680619313433,0.586009483523757,0.598480153124484,0.587711989044229,0.572848936091172,"PoorQ","PoorQ"
"T31_3.78_S230_L007_784528.5","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.41,0.29,0.22,0.52,0.34,0.14,4.30408164498347,3.51382009147701,10.3532163726586,6.77527521720874,1.80687965335323,8.02708194352737,0.584691685026326,0.593630862913838,0.580406582596093,0.593651023359195,0.584534219533178,0.58074722746846,"PoorQ","PoorQ"
"T31_3.79_S231_L007_1022336.5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 IT VISp Whrn Tox2","L5 IT VISp Hsd11b1 Endou",0.38,0.31,0.2,0.88,0.07,0.05,2.34111943122337,2.63686570892449,4.21838158198064,0.268656012239332,13.8420576743587,2.18628987046359,0.609034147901113,0.595264491524915,0.593741946198349,0.609058028918452,0.557319769396225,0.575382492871377,"PoorQ","I1"
"T31_3.8_S160_L007_1610796.5","L5 IT VISp Batf3","L5 IT ALM Tmem163 Arhgap25","Lamp5 Krt73","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Batf3","L5 IT VISp Whrn Tox2",0.81,0.19,0,0.53,0.4,0.07,0.658753246964497,4.48673541184824,15.6316857487009,1.63954372923362,2.00158954459787,0.808447384749487,0.603271708285845,0.587859623799734,0.453944899401923,0.583011761504644,0.603394911070371,0.600028937676441,"I1","I2"
"T31_3.80_S232_L007_848684.5","L6 IT VISp Col23a1 Adamts2","L6 IT ALM Tgfb1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2",0.34,0.12,0.11,0.53,0.16,0.14,3.59211325190161,9.69883909709931,10.4782936270225,6.33033077177238,8.50546450566812,4.73260501872107,0.582777674138986,0.556534129366568,0.574552626423521,0.577045865728807,0.590219919625283,0.582836872377145,"PoorQ","PoorQ"
"T31_3.81_S233_L007_1496668.0","L5 IT VISp Col6a1 Fezf2","L5 IT ALM Gkn1 Pcdh19","L5 IT ALM Cpa6 Gpr88","L5 IT VISp Col6a1 Fezf2","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.78,0.11,0.09,1,0,0,0.713847742319007,4.56697653441926,2.02002843243271,0.0368376357120749,16.1179430109686,16.1179428006942,0.561227888848014,0.530420815390946,0.548764672049343,0.561499962854179,0.484878139038905,0.489993303911031,"I1","Core"
