,complete_axon_total_length,complete_axon_max_euclidean_distance,complete_axon_num_branches,complete_axon_num_tips,complete_axon_max_branch_order,complete_axon_max_path_distance,complete_axon_mean_contraction,axon_width,axon_depth,axon_height,complete_axon_total_number_of_targets,complete_axon_total_projection_length,complete_axon_VIS_length,complete_axon_ipsi_VIS_length,complete_axon_length_in_soma_structure,complete_axon_number_of_VIS_targets,complete_axon_number_of_contra_VIS_targets,fraction_of_complete_axon_in_soma_structure
18469_6572-X5325-Y34608_reg.swc,37241.74810266172,4123.769702710691,259.0,130.0,18.0,11502.939128813703,0.8661993999582539,3579.7338524080196,2315.164752733258,4061.446909659838,6,26026.943380197208,8000.909472351029,8000.909472351029,8000.909472351029,1,0,0.30740872470021124
18469_6590-X7059-Y41111_reg.swc,45991.75817488333,3596.503465518141,507.0,254.0,29.0,9740.72617170652,0.8654855409891742,2735.893731393893,3195.182345463214,3261.3813179913345,13,39866.12516214958,10945.219762735978,10945.219762735978,7468.968873331107,4,0,0.18735126232991486
18469_6673-X5500-Y35752_reg.swc,32197.341761442036,4080.8683718374464,303.0,152.0,23.0,10778.731155992504,0.7812950452002201,2709.384,2946.507930323318,4157.666426065845,5,23889.41582658565,12679.628763306726,12679.628763306726,12679.628763306726,1,0,0.5307634500294492
18469_6680-X6305-Y38542_reg.swc,40363.316640691504,3762.1943003331016,477.0,239.0,26.0,7344.383997263701,0.8634290101931756,2763.1734370370605,2111.462884769364,4119.898156826353,7,33202.63619086954,25339.33974386374,25339.33974386374,24102.30316242586,2,0,0.725915346717373
18469_6767-X5786-Y37391_reg.swc,51890.32436277277,5547.344883627571,443.0,222.0,28.0,10920.88108995441,0.8709313703298363,4678.417620528432,3165.6499208616706,6009.937999999999,11,39437.534447891194,17214.932003473397,17214.932003473397,14899.408937058914,3,0,0.37779767791380314
18469_6822-X8235-Y15661_reg.swc,36475.23610026124,3418.3823496578516,259.0,130.0,23.0,10789.90122998504,0.8659894457509486,2479.5833018415315,3659.009,3384.5513843232748,10,21318.210938430715,8399.265400544833,8399.265400544833,8232.8217801563,2,0,0.38618727452944224
18469_6907-X5348-Y34515_reg.swc,46901.109550436784,4266.26927270316,347.0,174.0,27.0,13282.509801494847,0.8392058866002939,4038.1660655313326,3250.8951994382005,3834.230910572449,13,34165.54771778576,4597.747693915588,4597.747693915588,4040.684392338234,2,0,0.11826780667223874
18469_6933-X5678-Y23165_reg.swc,30749.77516869599,4478.1322644699785,215.0,108.0,26.0,13009.203261045943,0.83445654193465,3233.657977226665,2910.564830834899,4192.599274785899,11,19247.833207397198,3729.312363171194,3729.312363171194,2688.76812706104,2,0,0.13969199016270106
18469_7024-X5427-Y35160_reg.swc,34838.95126885084,3945.7421841475175,385.0,193.0,28.0,11585.772200030655,0.8405829076146019,3715.4640784152934,3423.310768383523,2606.515068289438,6,29100.81042332034,5530.921682320391,5530.921682320391,5530.921682320391,1,0,0.19006074407770132
18469_7048-X7499-Y17640_reg.swc,46584.496185631746,3740.77578289103,471.0,236.0,33.0,11880.571387088323,0.8551303891256653,2725.2830733457813,3436.8754601800674,4023.7325608197093,10,33498.098375664435,13976.06709552222,13976.06709552222,13976.06709552222,1,0,0.4172197161399316
18469_7066-X6108-Y38587_reg.swc,49632.73465391783,5280.887697628875,541.0,271.0,31.0,11121.434650849165,0.8404912716410996,2679.285,3338.692294111326,5612.435,9,38469.156896450375,9864.845982346462,9864.845982346462,9864.845982346462,1,0,0.2564352010339148
18469_7279-X7753-Y17170_reg.swc,35583.28749307409,3830.056640350427,247.0,124.0,19.0,11168.822008116305,0.8346643226497528,3325.262967077253,3614.5305810737655,3081.148186786773,9,27588.08257971334,11289.684864744737,11289.684864744737,11289.684864744737,1,0,0.4092232518198459
18469_7376-X7022-Y19051_reg.swc,59694.88972173337,4023.583307577925,835.0,418.0,49.0,11938.420387639728,0.8691748661556972,3588.525049355614,3678.9267333246776,3446.7644053334375,15,53240.59650217866,13861.065427289113,13861.065427289113,13407.328584700344,2,0,0.2518252886996054
18864_6139-X4843-Y27122_reg.swc,30816.295232829485,1121.5505512285213,221.0,111.0,17.0,2404.3161522620344,0.8129001840288541,1051.8810000000003,1515.089,1063.156902847405,4,31106.250739832703,10479.093769837926,10479.093769837926,9837.520136739682,2,0,0.3162554117826349
18864_6321-X4387-Y7047_reg.swc,48141.78029009341,3051.342857597946,227.0,114.0,25.0,6367.898484808763,0.8310146361261357,2722.2110000000002,2549.1309117203396,2772.491987994192,9,39011.608814231506,24571.6113062083,24571.6113062083,10860.060816685342,6,0,0.27838023467321277
18864_6345-X3603-Y9891_reg.swc,41270.00071063522,1577.9102243933055,267.0,134.0,25.0,3442.477100255129,0.7912423993973244,2038.2657181251207,1196.274,999.8956617198198,7,41411.676518389315,39676.73191136494,39676.73191136494,19661.893818150093,5,0,0.4747910606666458
18864_6384-X3409-Y13059_reg.swc,55038.442957714964,3628.4191228406894,209.0,105.0,20.0,6402.9484875121425,0.79561957230697,3141.1599915807665,5296.501,1777.318990757804,7,44469.74730821773,22762.743568689864,22762.743568689864,15528.39708413235,3,0,0.3491901354083656
18864_6523-X3601-Y10609_reg.swc,30111.677020669005,3046.844667407579,273.0,137.0,19.0,3682.26047179509,0.8448907537511094,1048.5783750091514,3161.5950000000003,1450.3160476530911,4,27303.74395474509,27303.74395474509,27303.74395474509,11431.862419698551,4,0,0.4186921192436622
18864_6571-X4315-Y24999_reg.swc,25771.750468467457,692.3397716937834,347.0,174.0,25.0,1933.5987563488625,0.8325769980589811,717.9030000000002,1042.3699978183631,957.2015324024449,2,27799.525244035747,27799.525244035747,27799.525244035747,27367.3821129583,2,0,0.9844550175845121
18864_6631-X3319-Y22547_reg.swc,56097.54085499168,4664.554823722089,345.0,173.0,33.0,5850.898324578823,0.8230045518969001,1821.4735592569905,4093.48579526305,4005.5340000000006,8,47917.37795526784,35438.674358001634,35438.674358001634,10339.3216909765,4,0,0.21577394532373068
18864_6672-X3537-Y12829_reg.swc,77469.58151269628,5151.748370750091,495.0,248.0,29.0,7143.034422493405,0.8662069663066576,5949.4619999999995,4869.190653026825,3709.3410000000003,10,71531.08700031288,49814.78672829096,49814.78672829096,14142.136533529036,4,0,0.19770616002895605
18864_6734-X4899-Y27447_reg.swc,49528.69106544153,2302.3073044904327,283.0,142.0,28.0,3312.2429103139675,0.8098377383189607,1392.1045812723396,2643.419,1409.886113805825,4,48958.86700326542,48958.86700326542,48958.86700326542,34450.1759335586,4,0,0.7036554978133148
18864_6741-X4187-Y8695_reg.swc,43351.186874157655,1247.1952997121177,529.0,265.0,38.0,3237.5346239599635,0.8614586156178909,1203.820999999999,1181.429,1212.702,2,46724.070572556804,46724.070572556804,46724.070572556804,41790.62423710773,2,0,0.894413173445836
18864_6805-X6340-Y4681_reg.swc,46875.034232380545,8048.826409056292,201.0,101.0,22.0,10427.323014280044,0.81205900412111,1881.7247984311616,8983.448,1628.103843472419,8,30684.9017505304,21206.769361799885,15274.201763537749,12642.275624800885,5,2,0.4120031319501409
18864_6821-X5144-Y6844_reg.swc,55264.40280140439,2119.284589294463,313.0,157.0,21.0,3943.570425668483,0.8472834734630734,1968.3475953910765,2435.7842299781914,1729.595673333151,7,50572.879295268634,45215.72738418158,45215.72738418158,19201.95145672952,6,0,0.3796887130870946
18864_7078-X6476-Y5135_reg.swc,47825.36382020872,3465.4806700238564,225.0,113.0,24.0,5419.023262105458,0.8207291797646488,2082.8347936315304,3436.178999999999,1833.37,8,36432.478725202964,36432.478725202964,36432.478725202964,14761.570253116935,8,0,0.4051761167407283
18864_7117-X4611-Y9823_reg.swc,34290.40984281794,1445.4801039896743,349.0,175.0,25.0,2871.1571662584142,0.8417071968461697,1046.534178252121,1546.8300000000002,1215.9434655286814,2,37432.36140250939,37432.36140250939,37432.36140250939,34247.57003255087,2,0,0.9149187694649418
18864_7516-X6276-Y6366_reg.swc,45239.90592190625,1749.7138027998765,287.0,144.0,21.0,3733.303812520752,0.8509084194185095,2273.6279999999997,1498.0915136177618,1540.4708469010131,6,44542.82540375099,44542.82540375099,44542.82540375099,28531.234885763948,6,0,0.6405349150429355
18868_6019-X9541-Y5296_reg.swc,47271.07754788521,4160.829663245144,433.0,217.0,35.0,10403.525794092126,0.88991402894735,4411.935,3371.8142829140284,3936.896607739245,11,35605.53332192934,6600.127969463834,6600.127969463834,4444.166335251181,3,0,0.12481673269907273
18868_6405-X11428-Y4397_reg.swc,59323.633971125164,5638.092812666887,595.0,298.0,34.0,11333.122908760064,0.8633979212627059,3881.649291591725,3285.299721145333,6048.907405917042,24,51160.04325623702,17984.718301897756,17984.718301897756,11907.937137054092,8,0,0.23275854317426467
191807_6402-X3434-Y19231_reg.swc,82931.59005271879,6203.937707900154,713.0,357.0,28.0,11599.387052155484,0.8727928010740803,5630.455000000001,2736.4792249452125,6698.108662473234,23,68225.08891977892,13355.734404267645,13355.734404267645,5834.285777202424,4,0,0.08551525354642703
191807_6423-X3900-Y9358_reg.swc,120173.6965687673,6255.557552962902,981.0,491.0,35.0,11714.123734838477,0.8770070528878344,4879.109,4185.757533690907,6518.036718971502,37,104242.61323992163,14801.121711337286,14801.121711337286,7202.9905555577725,6,0,0.06909833063163515
191807_6488-X3597-Y11254_reg.swc,116475.6133413897,5692.588326498824,771.0,386.0,35.0,12430.738003273374,0.8803399848550166,5608.05,3693.162,5954.385800795268,35,98306.26352998812,16169.270228550631,16169.270228550631,10639.057313414693,4,0,0.10822359564270562
191807_6489-X5135-Y23408_reg.swc,101033.66504272945,6887.6761085925855,511.0,256.0,28.0,13036.496978627294,0.8517093976290271,4606.442763220409,4367.890737267578,6967.168851010766,23,79520.29493636976,17305.205778900443,17305.205778900443,10754.515299852788,5,0,0.13524239703157911
191807_6504-X3953-Y21204_reg.swc,55026.982129569486,6316.9686492359915,323.0,162.0,19.0,10355.560818377477,0.8508467609973834,5036.490618452807,3302.638363068902,6646.7918748638685,12,35523.95973990322,12906.851082924146,12906.851082924146,8251.037266689294,4,0,0.23226682293024614
191807_6556-X3678-Y10670_reg.swc,101267.24519395245,5669.252635166399,753.0,377.0,31.0,12820.45342566037,0.8502694274255949,5691.160080324451,2823.902322079792,6029.558,20,89417.68395255077,14659.383676262369,14659.383676262369,11902.550279843055,3,0,0.13311181584796034
191807_6625-X5034-Y23319_reg.swc,72937.67151318387,6233.500821152186,419.0,210.0,23.0,10891.947515610354,0.8787712615101129,3770.182999999999,4782.025999999999,5515.363525948869,20,53108.53305336253,8854.92023698665,8854.92023698665,8423.435040172026,2,0,0.1586079403042126
191807_6718-X5217-Y7243_reg.swc,67398.29019850853,5523.644385709583,557.0,279.0,26.0,12503.22642210106,0.8507061383087344,4202.123604094846,3844.905398657388,5353.829,22,55357.202326973966,12340.484622849555,12340.484622849555,7697.499852021281,4,0,0.13905146084795025
191807_6735-X4456-Y21792_reg.swc,62872.58221083955,3599.994998317642,349.0,175.0,21.0,11174.404216340505,0.8484820778558257,3458.0739999999996,3746.976200594495,4466.693361313585,12,49271.899531755174,30817.535430586588,30817.535430586588,28107.504921434826,4,0,0.5704571000620721
191807_6796-X5727-Y6613_reg.swc,48907.31756942118,3636.2953792087865,533.0,267.0,26.0,9142.35426511595,0.8661550869630967,1892.733513879788,3028.4870546546567,4857.815588892656,13,33152.218988102555,22076.646196781396,22076.646196781396,15369.354198991185,5,0,0.46359956190283474
191807_6822-X4235-Y21316_reg.swc,54862.2353437701,5706.621272273638,411.0,206.0,27.0,11925.83764613149,0.8429574299264366,3241.571427497988,3650.0578495047575,5626.342654605289,13,38890.378683531046,11197.81940680119,11197.81940680119,11197.81940680119,1,0,0.28793289718063725
191807_6836-X4405-Y10082_reg.swc,43549.003459303356,3212.9829751489997,245.0,123.0,28.0,9516.930861758676,0.7477601106435915,2160.0843296967114,2246.7203810474216,3510.6857652269155,8,36668.95792455224,21336.948197245856,21336.948197245856,20629.111868415483,2,0,0.5625769870761165
191807_6864-X4028-Y18389_reg.swc,34049.34710089447,3218.576429699075,179.0,90.0,14.0,7247.3575700198735,0.7393692713585568,2995.3820000000005,2212.192527505918,3013.918296410525,7,27778.75246713425,11688.357476582822,11688.357476582822,10229.168857866844,3,0,0.3682371578770225
191807_6909-X3717-Y18949_reg.swc,61509.16884971491,4319.322515837639,859.0,430.0,56.0,14506.292042039131,0.8789669594739455,3502.3733365159615,3227.922998680051,4775.456653987771,14,52495.59467633826,14756.563883479512,14756.563883479512,14415.462847473493,2,0,0.27460328693011427
191807_6912-X3878-Y19387_reg.swc,66706.54110265858,5844.840025796173,243.0,122.0,19.0,12369.706168514147,0.8227807506791908,4520.5869999999995,3469.943388854773,6299.02329358164,13,52596.41535545069,16416.63073576357,16416.63073576357,6309.735958008996,3,0,0.11996513289674413
191807_6920-X5119-Y8302_reg.swc,26279.99070640126,2670.8733129180373,111.0,56.0,15.0,6998.038073202094,0.7266968109693084,1864.8336149377528,1504.08660299568,3395.765412488309,4,20078.403072043468,7733.1116072550785,7733.1116072550785,7733.1116072550785,1,0,0.3851457498640626
191807_6927-X3598-Y18516_reg.swc,61609.98611736888,5610.628359169586,597.0,299.0,37.0,12660.413064862101,0.8583716397300619,2906.9896442420613,2544.164382746677,6057.100464993775,13,47381.56960536181,16095.34316267349,16095.34316267349,12782.49595852298,2,0,0.26977780738349544
191807_7017-X4048-Y11120_reg.swc,156675.38109865529,5507.547875047217,931.0,466.0,38.0,15281.031069460805,0.8615137420346608,6681.476,4458.924216531648,6120.5672199924675,31,130367.58600955128,27168.735448099957,27168.735448099957,19971.26434120615,4,0,0.15319194711285805
191807_7098-X4655-Y10334_reg.swc,18661.48112785783,3217.508631435378,95.0,48.0,12.0,7182.688634574588,0.7163588372818135,2183.8627734569072,1766.6647398028624,3621.7647125961234,3,12601.118610558728,8658.839385618152,8658.839385618152,8658.839385618152,1,0,0.687148470958978
191807_7110-X4076-Y20205_reg.swc,57300.42421896871,4177.937197344717,569.0,285.0,32.0,10739.263378478086,0.8946450593471386,3119.4479999999994,2823.5776251812695,4480.909613454066,8,43082.199699492485,15191.570802390466,15191.570802390466,15191.570802390466,1,0,0.3526182717770891
191807_7249-X4135-Y19813_reg.swc,44402.60086463205,4153.253228678209,443.0,222.0,32.0,11970.607172844813,0.797820103482598,2559.957512851406,3019.643765932988,4388.631130735346,7,35292.8048318518,19864.84682241617,19864.84682241617,19864.84682241617,1,0,0.56285826295359
191807_7281-X4351-Y20216_reg.swc,53115.87374012391,4930.9754790111265,295.0,148.0,20.0,11936.848563027468,0.8946820015432325,5780.722999999999,2820.3213556019605,4599.542194017356,10,36335.71472091191,18488.00428507392,18488.00428507392,18488.00428507392,1,0,0.5088108057616854
191807_7289-X4771-Y9549_reg.swc,49263.431674746214,4091.201243425269,347.0,174.0,31.0,16125.784966901621,0.8650770911964614,3051.718346870306,2487.8938187898093,4574.311072348676,7,39299.699462763485,11068.03975779326,11068.03975779326,11068.03975779326,1,0,0.2816316640863944
191807_7300-X5089-Y9978_reg.swc,28166.631295630177,3042.053281786023,127.0,64.0,11.0,6914.03910504803,0.7115175367409833,2208.255768560205,1797.4481756019027,3023.3455464425037,6,20524.379861949434,13850.005661733132,13850.005661733132,13850.005661733132,1,0,0.6748075096490462
191807_7326-X5555-Y22776_reg.swc,58455.188059594824,5264.781780277318,303.0,152.0,24.0,10961.91119341399,0.8755911493702042,3745.4669999999996,3538.0473108016477,5134.080000000001,13,38098.70791511481,9123.274648524764,9123.274648524764,5845.613507353948,3,0,0.15343337943056154
191807_7364-X7270-Y23865_reg.swc,32713.97452222635,3135.836125502107,273.0,137.0,22.0,7558.328629935966,0.7886454212531193,2397.1935306003834,3071.021285918393,2231.0170905488344,7,27963.771683632724,9960.388567408994,9960.388567408994,9960.388567408994,1,0,0.3561890248602923
191807_7399-X8056-Y6157_reg.swc,26569.622200567253,3202.4632998407906,149.0,75.0,16.0,8196.437713581294,0.7480599347359944,2490.072,3179.22813818094,2352.916599106239,8,22769.525747115615,10040.379019423553,10040.379019423553,9901.274185367476,2,0,0.43484762464241244
191807_7405-X4847-Y21105_reg.swc,53673.28340487489,5434.945239909369,457.0,229.0,22.0,11083.038286208799,0.878533086641687,2678.5713219100926,3678.6794761017595,5697.489349622485,13,42698.402930514196,17543.506924711193,17543.506924711193,16902.386396379232,2,0,0.3958552366439923
191807_7423-X4013-Y19283_reg.swc,43694.41011402266,4524.881778618359,643.0,322.0,34.0,12810.952974725062,0.8570701531816208,2671.4580487357134,3282.9183839195757,4073.6002447873316,8,35275.935999997666,9221.757024947012,9221.757024947012,9221.757024947012,1,0,0.2614177842069909
191807_7425-X7635-Y24763_reg.swc,46291.1165699898,4083.172590532515,313.0,157.0,34.0,11514.999894879926,0.8457225926614036,3135.108998689743,4346.211177068153,3955.7979834811813,12,32960.34376057342,9830.660523283295,9830.660523283295,9830.660523283295,1,0,0.2982572206981214
191807_7439-X5230-Y8737_reg.swc,67651.16129420293,3907.531371855943,995.0,498.0,47.0,13059.124106169429,0.8772728418748135,3338.6020000000008,3730.9610241615014,3629.2915707360944,7,57749.55545360781,10310.201041740253,10310.201041740253,10141.64134635079,2,0,0.17561418900441436
191807_7446-X4048-Y18753_reg.swc,45707.127853681915,4640.412731101964,391.0,196.0,24.0,12548.969026391907,0.8293586735229707,2924.4157106926705,2657.9859935966233,4673.477757575334,12,35262.97483946544,8445.700108407127,8445.700108407127,3914.111973028339,2,0,0.11099778140804396
191807_7494-X6168-Y8596_reg.swc,35767.28633180852,2917.832131384196,265.0,133.0,26.0,7179.69186938659,0.7821535916622353,2963.4881307594796,2051.4364206444025,2985.8255771160793,8,31659.901568115652,25728.65253393365,25728.65253393365,25728.65253393365,1,0,0.8126573760369711
191807_7500-X4057-Y19214_reg.swc,26700.35021765749,4533.31805315198,183.0,92.0,20.0,10145.340467600821,0.826732191673919,3236.62691418168,2654.5785384590004,4728.836510507902,9,14954.583699810273,3533.330948757937,3533.330948757937,3533.330948757937,1,0,0.23627076618674206
191807_7508-X7743-Y23907_reg.swc,28933.87715741833,3122.9428987889614,215.0,108.0,17.0,7755.948736557244,0.8009188670315727,2704.958392920086,2737.6768969143477,2035.2420189007617,9,26394.90615444368,8074.357329461517,8074.357329461517,8074.357329461517,1,0,0.3059058926830914
191807_7525-X6122-Y8722_reg.swc,24113.981733796852,3066.6949025175113,143.0,72.0,15.0,6931.6178429396,0.7104569491497199,2848.951485331856,1825.0915168119498,2969.547311476151,6,19066.263251079537,15079.018717470013,15079.018717470013,14643.788724109374,2,0,0.768047127602743
191807_7529-X5296-Y9002_reg.swc,54277.34140215798,5360.9166204850635,503.0,252.0,30.0,10366.121153570955,0.858228684850907,2942.335537740012,3271.7333494290724,5640.272,13,42325.951915762635,10089.233636749956,10089.233636749956,10089.233636749956,1,0,0.2383699168025709
191807_7537-X7637-Y23814_reg.swc,33243.778989735125,3094.606391894744,239.0,120.0,25.0,8559.931288604857,0.7259490735147383,2787.069694201621,2843.6190000000006,2043.7433696658982,5,29899.012603006515,18394.00483611444,18394.00483611444,17966.918914548143,2,0,0.6009201425180666
191807_7574-X4648-Y20365_reg.swc,33008.519855337385,4344.431514406553,279.0,140.0,26.0,11434.792984722993,0.8439374454981576,2772.1849999999995,3127.535218404435,4234.335236603807,7,25144.511685478785,14256.126154424419,14256.126154424419,11063.216588183594,2,0,0.43998534258960037
191807_7612-X8075-Y6623_reg.swc,26684.669235961966,3119.8973708949143,271.0,136.0,40.0,7516.62996025743,0.7720960392074376,2713.951795620522,3038.513,2097.6111854481264,9,23785.235025230526,12342.55244777722,12342.55244777722,11120.436563322815,2,0,0.467535281931276
191807_7712-X5701-Y8560_reg.swc,67271.40083306738,5294.323099145159,511.0,256.0,33.0,13799.064786842253,0.8755034159700547,4358.302999999999,3616.4456316130763,5596.854549297939,22,49946.55119552957,8532.96774884745,8532.96774884745,8532.96774884745,1,0,0.17084198096967276
191807_7779-X4433-Y18625_reg.swc,48461.996857908925,4768.870546434653,603.0,302.0,30.0,14261.945071302142,0.8833719328467822,3358.0830856690136,3554.3509895609054,4154.964365418095,13,36812.54662337521,4547.14158878617,4547.14158878617,4547.14158878617,1,0,0.12352151659887689
191807_7779-X6262-Y9318_reg.swc,22972.942171038114,3385.948992565328,107.0,54.0,14.0,7691.651853728611,0.7692707266703221,3087.1019553695123,2292.9418686423,2870.6078095780554,4,17834.80164549019,10841.636700985197,10841.636700985197,10841.636700985197,1,0,0.6078921939525284
191807_7786-X4425-Y19023_reg.swc,31357.402591883292,4599.090005702106,303.0,152.0,29.0,13433.482444535219,0.8195341851147406,2897.6538522997553,3328.732258215874,4212.113294538259,5,19900.757360740623,5765.205870405103,5765.205870405103,5765.205870405103,1,0,0.2896978122942426
191807_7802-X7356-Y7036_reg.swc,52095.72584271122,4318.416690964526,495.0,248.0,36.0,12199.827035664292,0.8853717907374865,4245.941221423582,3896.259305568697,3773.9467242393603,10,37651.068317675876,13917.86068065938,13917.86068065938,6122.330275271372,3,0,0.16260707992705611
191807_7822-X4840-Y19927_reg.swc,25926.410139786083,4532.776076992849,189.0,95.0,23.0,13977.439976039528,0.7906852659951448,2956.7095665875204,3510.4400282522347,4424.862642598959,5,14392.74741135303,8853.172396658054,8853.172396658054,8853.172396658054,1,0,0.6151134417654445
191807_7954-X5660-Y20932_reg.swc,46542.16058447385,5480.096768115887,391.0,196.0,20.0,10740.585585682056,0.8387227411110374,3296.2128112345044,3356.263975567066,5815.911,11,34654.460715940346,15900.497548485557,15900.497548485557,15900.497548485557,1,0,0.4588297500521095
191807_7964-X7019-Y7647_reg.swc,37191.87752802743,3770.0611242823516,287.0,144.0,24.0,10053.207920689487,0.852721640911877,3345.7436968468273,3975.7828653084143,3363.031,12,29247.559105786357,8470.191304327782,8470.191304327782,7968.486874241347,2,0,0.27244963743538025
191807_7971-X7500-Y7211_reg.swc,50617.9293157802,3889.692531564192,371.0,186.0,32.0,11986.569582988594,0.8726748079312295,3255.1374805814285,4137.57930084551,3842.858487801642,17,37813.731077605844,14829.720190629509,14829.720190629509,10163.850115167028,3,0,0.2687872850819075
191807_7985-X5473-Y10063_reg.swc,49619.53533520771,5227.410291707452,361.0,181.0,35.0,12933.63434127548,0.8428560001810755,3603.6669999999995,3631.3761398245883,5529.256665008967,9,30778.27290794834,10358.312153482844,10358.312153482844,10358.312153482844,1,0,0.3365462443088501
191807_8102-X5725-Y9586_reg.swc,35024.351869079335,4298.796274548163,267.0,134.0,24.0,12161.856555752602,0.8246269668302556,3114.0099999999993,3895.5991452842973,3886.513747048118,6,23655.649447621192,10680.255828002846,10680.255828002846,10680.255828002846,1,0,0.4514885905648577
191807_8158-X7179-Y9304_reg.swc,44180.32447536815,4163.174529496691,423.0,212.0,34.0,12174.254202734755,0.8744486104808495,4135.361988651821,4279.287350422765,3891.9530000000004,13,35991.40837006512,9284.795221866474,9284.795221866474,7088.92853069002,2,0,0.19696168757280544
191812_5915-X3305-Y21307_reg.swc,95918.27097501961,7574.1286115546145,393.0,197.0,22.0,11063.861904022695,0.8694442355836433,3939.3820000000005,9148.496919390018,4399.938452864828,15,66404.17092689381,51002.04086903088,51002.04086903088,20558.706530753465,8,0,0.3095996267069897
191812_6207-X4040-Y8998_reg.swc,73806.74230591474,5487.187864235422,269.0,135.0,21.0,8332.97289512551,0.8118656148918139,6404.272000000001,6810.283776782231,3855.9009306302833,13,44294.94982965401,16431.358195974048,16431.358195974048,9657.752912860891,5,0,0.21803282202603022
191812_6251-X3178-Y20913_reg.swc,116393.41150298565,4307.579793166227,629.0,315.0,27.0,6544.774696895386,0.8719958732576661,3433.4858205203727,6708.865209181788,3265.342431160321,13,97302.02544292335,31665.01753349392,31665.01753349392,19487.724250632124,5,0,0.20028076663279204
191812_6426-X4032-Y23056_reg.swc,113244.78406492337,8962.303948706302,589.0,295.0,24.0,14159.98539077156,0.87462181960608,5817.588988191613,9539.383632927807,5222.525391654075,18,85067.28185429957,40742.1237496423,40742.1237496423,16442.157341819388,6,0,0.1932841508910673
191812_6431-X3967-Y9193_reg.swc,65264.4500057024,6851.1535138664785,255.0,128.0,20.0,8842.958295948465,0.836574968126432,4765.097408764254,7683.893522547642,3137.688681697783,14,41897.23283225021,26691.473289850303,18860.329318439806,5462.333150008291,8,3,0.130374556522112
191812_6463-X3826-Y9703_reg.swc,140116.30849855524,5665.560182992323,683.0,342.0,25.0,10541.472231312158,0.8542157659845347,7650.256544710415,7122.711560632785,4591.36960970567,21,107821.20286876684,29552.86611681886,27228.54651218301,3548.5987229991274,9,2,0.032911882158449465
191812_6476-X3744-Y9656_reg.swc,52175.31795346149,5142.58322582063,251.0,126.0,19.0,7274.001106669156,0.8159402222903768,3124.4489999999996,5772.927395320743,1389.3067217631112,8,35805.64355100026,31550.132029247194,24230.624834306287,16056.914522984633,7,2,0.44844647185614034
191812_6477-X4010-Y9201_reg.swc,135957.28765984945,5962.0490503451065,567.0,284.0,28.0,8085.9570912374165,0.8494760464838623,5467.1359590169495,7566.316,3685.988741573102,14,101982.63503904664,26529.446467271744,24702.917409518188,11022.356183503947,8,2,0.10808071569521378
191812_6568-X3828-Y8764_reg.swc,29784.981728520277,1575.2446217210202,239.0,120.0,19.0,2203.620309607664,0.8323881064319076,1246.71,1373.2075732642988,1519.1883008816662,3,28975.515458538204,28975.515458538204,28975.515458538204,23062.000682198195,3,0,0.7959133881569145
191812_6779-X4640-Y7603_reg.swc,82221.09117768177,6730.3574697390095,363.0,182.0,23.0,9518.281221421497,0.8467940155059047,4687.140354902356,7836.797942100266,3584.9018034763667,11,60657.60930885213,40498.94035203257,34540.7731532029,15466.136784768374,9,2,0.2549743875664303
191812_6854-X5676-Y6355_reg.swc,142712.48344178154,7809.9590595493955,523.0,262.0,22.0,15501.784687675705,0.8549549695779154,5200.750565753583,8742.627147507974,4985.969,18,95119.6051804968,35201.38341053192,32586.064389796156,4430.083358785298,8,1,0.04657381988054799
191812_6895-X3630-Y9992_reg.swc,35249.859451361874,2514.333765249777,235.0,118.0,16.0,3916.3965968420152,0.8153322536598093,1332.5559999999996,2188.717166217741,1982.8952594851355,2,33877.72747877707,33877.72747877707,33877.72747877707,32544.044695667504,2,0,0.9606324602515012
191812_7148-X3864-Y9658_reg.swc,60682.91679011582,3128.4245100117087,347.0,174.0,34.0,6199.626646173241,0.799779231774541,2275.4649999999992,4042.597400788545,2897.8919819425446,7,54886.23208010345,51466.35027485419,51466.35027485419,32637.48753041485,5,0,0.5946388792508516
191812_7255-X5228-Y7090_reg.swc,65287.421785875835,3686.6737802591106,451.0,226.0,20.0,5563.971454186181,0.8647199152560684,3710.156299526594,4175.424622573943,3547.7919999999995,7,56295.28520496544,42319.37644017215,42319.37644017215,13477.214261849382,6,0,0.23940218461955043
191812_7321-X4084-Y22812_reg.swc,51565.05942947523,2745.627471959917,313.0,157.0,20.0,3787.9618199368183,0.8412665594916048,2235.8991495544205,3601.0489459707596,2725.495818854054,4,47621.2912313838,47032.50548005543,47032.50548005543,35253.1217844084,3,0,0.7402806785124629
191812_7379-X5715-Y24777_reg.swc,101484.05273400142,8520.19527942219,329.0,165.0,20.0,12837.229654688557,0.8185381645503939,3970.4231488060677,9390.248530565746,4026.713,12,56411.77637851756,33370.78868614061,32818.539713253456,12355.515785385487,6,1,0.2190236964438271
191812_7414-X5193-Y24236_reg.swc,121459.98899435662,5144.616197533495,539.0,270.0,21.0,6612.876163612873,0.8574381641034057,5342.225590275099,3645.1530000000002,4300.5073890780295,13,92858.72430102617,67249.67656053454,67249.67656053454,24181.28006204408,7,0,0.26040935026906087
